total_points,now_cost,indexes
61,189,"[400, 254, 200, 231, 258]"
70,190,"[400, 254, 200, 231, 256]"
99,191,"[400, 254, 200, 231, 60]"
102,192,"[254, 200, 231, 258, 60]"
129,193,"[400, 254, 200, 231, 204]"
147,194,"[400, 254, 200, 231, 326]"
158,195,"[400, 254, 200, 60, 204]"
176,196,"[400, 254, 200, 60, 326]"
188,197,"[254, 200, 231, 60, 326]"
206,198,"[400, 254, 200, 204, 326]"
218,199,"[254, 200, 231, 204, 326]"
235,200,"[400, 254, 60, 204, 326]"
247,201,"[254, 200, 60, 204, 326]"
256,202,"[400, 254, 204, 203, 326]"
272,203,"[400, 254, 204, 326, 40]"
284,204,"[254, 200, 204, 326, 40]"
297,205,"[254, 60, 204, 203, 326]"
313,206,"[400, 254, 204, 326, 334]"
325,207,"[254, 200, 204, 326, 334]"
334,208,"[254, 204, 203, 326, 40]"
354,209,"[254, 60, 204, 326, 334]"
361,210,"[254, 60, 326, 40, 334]"
375,211,"[254, 204, 203, 326, 334]"
391,212,"[254, 204, 326, 40, 334]"
399,213,"[254, 204, 326, 422, 334]"
406,214,"[254, 326, 40, 422, 334]"
409,215,"[254, 326, 40, 422, 328]"
435,216,"[254, 204, 326, 334, 328]"
442,217,"[254, 326, 40, 334, 328]"
450,218,"[254, 326, 422, 334, 328]"
463,220,"[204, 203, 326, 334, 328]"
479,221,"[204, 326, 40, 334, 328]"
487,222,"[204, 326, 422, 334, 328]"
494,223,"[326, 40, 422, 334, 328]"
504,225,"[204, 326, 334, 328, 478]"
522,226,"[204, 326, 334, 328, 379]"
529,227,"[326, 40, 334, 328, 379]"
537,228,"[326, 422, 334, 328, 379]"
544,230,"[326, 40, 334, 328, 354]"
554,231,"[326, 334, 328, 478, 379]"
564,232,"[326, 334, 328, 379, 335]"
569,234,"[204, 334, 328, 379, 354]"
587,235,"[326, 334, 328, 379, 354]"
601,239,"[334, 328, 478, 379, 354]"
611,240,"[334, 328, 379, 335, 354]"
615,242,"[334, 328, 379, 377, 354]"
617,244,"[334, 328, 379, 354, 255]"
619,247,"[334, 328, 379, 354, 90]"
624,248,"[334, 328, 379, 335, 359]"
632,249,"[326, 334, 328, 354, 357]"
647,251,"[334, 328, 379, 354, 359]"
664,254,"[334, 328, 379, 354, 357]"
677,262,"[334, 328, 379, 359, 357]"
692,265,"[334, 328, 354, 359, 357]"
694,267,"[328, 379, 354, 359, 357]"
701,275,"[334, 354, 378, 359, 357]"
704,276,"[328, 354, 378, 359, 357]"
706,279,"[328, 379, 354, 357, 305]"
708,281,"[328, 354, 359, 357, 171]"
717,285,"[334, 328, 359, 357, 305]"
719,287,"[328, 379, 359, 357, 305]"
731,289,"[334, 354, 359, 357, 305]"
734,290,"[328, 354, 359, 357, 305]"
743,300,"[354, 378, 359, 357, 305]"
747,305,"[354, 359, 357, 171, 305]"
758,311,"[354, 359, 357, 303, 305]"
764,343,"[359, 357, 303, 305, 113]"
