total_points,now_cost,indexes
90,86,"[575, 164]"
127,87,"[575, 336]"
129,89,"[575, 70]"
160,90,"[336, 70]"
167,97,"[336, 52]"
169,99,"[70, 52]"
200,101,"[336, 67]"
202,103,"[70, 67]"
209,105,"[336, 478]"
225,107,"[336, 500]"
227,109,"[70, 500]"
234,116,"[52, 500]"
251,118,"[67, 478]"
267,120,"[67, 500]"
276,124,"[478, 500]"
287,131,"[67, 355]"
296,135,"[478, 355]"
312,137,"[500, 355]"
317,156,"[67, 1003]"
334,157,"[67, 1011]"
342,158,"[67, 143]"
343,161,"[478, 1011]"
351,162,"[478, 143]"
359,163,"[500, 1011]"
367,164,"[500, 143]"
379,174,"[355, 1011]"
387,175,"[355, 143]"
390,179,"[67, 1228]"
392,180,"[67, 1234]"
397,182,"[500, 1191]"
401,183,"[67, 1259]"
415,185,"[500, 1228]"
417,186,"[500, 1234]"
426,189,"[500, 1259]"
435,196,"[355, 1228]"
437,197,"[355, 1234]"
446,200,"[355, 1259]"
448,212,"[143, 1120]"
454,215,"[1011, 1154]"
462,216,"[143, 1154]"
464,219,"[1011, 1191]"
472,220,"[143, 1191]"
476,221,"[143, 1202]"
482,222,"[1011, 1228]"
490,223,"[143, 1228]"
492,224,"[143, 1234]"
493,226,"[1011, 1259]"
501,227,"[143, 1259]"
510,237,"[1154, 1228]"
512,238,"[1154, 1234]"
521,241,"[1154, 1259]"
524,242,"[1202, 1228]"
526,243,"[1202, 1234]"
540,245,"[1228, 1234]"
549,248,"[1228, 1259]"
551,249,"[1234, 1259]"
554,252,"[1259, 1263]"
