total_points,now_cost,indexes
91,123,"[192, 141, 92]"
92,126,"[192, 92, 484]"
106,127,"[140, 192, 92]"
111,128,"[409, 192, 92]"
128,129,"[556, 192, 141]"
157,130,"[192, 141, 484]"
171,131,"[140, 192, 141]"
176,132,"[409, 192, 141]"
184,133,"[192, 92, 245]"
191,136,"[140, 409, 192]"
249,137,"[192, 141, 245]"
250,140,"[192, 484, 245]"
264,141,"[140, 192, 245]"
269,142,"[409, 192, 245]"
289,145,"[141, 484, 245]"
303,146,"[140, 141, 245]"
308,147,"[409, 141, 245]"
314,150,"[140, 145, 245]"
348,151,"[192, 162, 245]"
387,156,"[141, 162, 245]"
388,159,"[162, 484, 245]"
402,160,"[140, 162, 245]"
407,161,"[409, 162, 245]"
410,171,"[162, 245, 247]"
453,175,"[162, 245, 116]"
463,176,"[53, 162, 245]"
