total_points,now_cost,indexes
155,124,"[424, 79, 23]"
170,125,"[424, 23, 526]"
197,127,"[424, 23, 76]"
201,128,"[23, 526, 76]"
234,130,"[424, 23, 105]"
238,131,"[23, 526, 105]"
265,133,"[23, 76, 105]"
267,135,"[424, 23, 449]"
295,136,"[23, 105, 557]"
298,138,"[23, 76, 449]"
307,140,"[424, 105, 449]"
335,141,"[23, 105, 449]"
341,143,"[23, 105, 481]"
345,144,"[23, 105, 271]"
348,145,"[23, 105, 203]"
368,146,"[105, 557, 449]"
374,148,"[23, 449, 481]"
378,149,"[23, 449, 271]"
381,150,"[23, 449, 203]"
384,151,"[23, 481, 271]"
387,152,"[23, 481, 203]"
414,153,"[105, 449, 481]"
418,154,"[105, 449, 271]"
421,155,"[105, 449, 203]"
424,156,"[105, 481, 271]"
427,157,"[105, 481, 203]"
431,158,"[105, 271, 203]"
457,161,"[449, 481, 271]"
460,162,"[449, 481, 203]"
464,163,"[449, 271, 203]"
470,165,"[481, 271, 203]"
473,170,"[271, 203, 370]"
489,195,"[105, 449, 390]"
495,197,"[105, 481, 390]"
499,198,"[105, 271, 390]"
502,199,"[105, 203, 390]"
528,202,"[449, 481, 390]"
532,203,"[449, 271, 390]"
535,204,"[449, 203, 390]"
538,205,"[481, 271, 390]"
541,206,"[481, 203, 390]"
545,207,"[271, 203, 390]"
548,220,"[449, 271, 302]"
551,221,"[449, 203, 302]"
554,222,"[481, 271, 302]"
557,223,"[481, 203, 302]"
561,224,"[271, 203, 302]"
562,248,"[203, 390, 306]"
586,256,"[105, 390, 302]"
619,261,"[449, 390, 302]"
625,263,"[481, 390, 302]"
629,264,"[271, 390, 302]"
632,265,"[203, 390, 302]"
635,298,"[203, 302, 254]"
646,305,"[390, 306, 302]"
648,327,"[390, 302, 251]"
703,338,"[390, 302, 254]"
