cost,points_total,indexes
1022,1548,"[372, 280, 253, 270, 122, 251, 295, 117, 501, 290, 468]"
1020,1492,"[372, 280, 253, 270, 122, 251, 295, 117, 501, 290, 282]"
1018,1372,"[372, 280, 253, 270, 122, 251, 295, 117, 501, 290, 111]"
1017,1546,"[372, 280, 253, 270, 122, 251, 295, 501, 290, 424, 468]"
1015,1490,"[372, 280, 253, 270, 122, 251, 295, 501, 290, 424, 282]"
1013,1370,"[372, 280, 253, 270, 122, 251, 295, 501, 290, 424, 111]"
1058,1812,"[372, 280, 253, 270, 122, 295, 273, 246, 247, 288, 468]"
1056,1756,"[372, 280, 253, 270, 122, 295, 273, 246, 247, 288, 282]"
1054,1636,"[372, 280, 253, 270, 122, 295, 273, 246, 247, 288, 111]"
1055,1749,"[372, 280, 253, 270, 122, 295, 273, 246, 288, 265, 468]"
1053,1693,"[372, 280, 253, 270, 122, 295, 273, 246, 288, 265, 282]"
1051,1573,"[372, 280, 253, 270, 122, 295, 273, 246, 288, 265, 111]"
1052,1658,"[372, 280, 253, 270, 122, 295, 273, 246, 288, 267, 468]"
1050,1602,"[372, 280, 253, 270, 122, 295, 273, 246, 288, 267, 282]"
1048,1482,"[372, 280, 253, 270, 122, 295, 273, 246, 288, 267, 111]"
1049,1600,"[372, 280, 253, 270, 122, 295, 273, 288, 265, 267, 468]"
1047,1544,"[372, 280, 253, 270, 122, 295, 273, 288, 265, 267, 282]"
1045,1424,"[372, 280, 253, 270, 122, 295, 273, 288, 265, 267, 111]"
1045,1520,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 264, 468]"
1043,1464,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 264, 282]"
1041,1344,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 264, 111]"
1044,1517,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 355, 468]"
1042,1461,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 355, 282]"
1040,1341,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 355, 111]"
1042,1474,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 360, 468]"
1040,1418,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 360, 282]"
1038,1298,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 360, 111]"
1040,1452,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 117, 468]"
1038,1396,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 117, 282]"
1036,1276,"[372, 280, 253, 270, 122, 295, 273, 288, 267, 117, 111]"
1036,1417,"[372, 280, 253, 270, 122, 295, 273, 288, 360, 117, 468]"
1034,1361,"[372, 280, 253, 270, 122, 295, 273, 288, 360, 117, 282]"
1032,1241,"[372, 280, 253, 270, 122, 295, 273, 288, 360, 117, 111]"
1031,1415,"[372, 280, 253, 270, 122, 295, 273, 288, 360, 501, 468]"
1029,1359,"[372, 280, 253, 270, 122, 295, 273, 288, 360, 501, 282]"
1027,1239,"[372, 280, 253, 270, 122, 295, 273, 288, 360, 501, 111]"
1029,1393,"[372, 280, 253, 270, 122, 295, 273, 288, 117, 501, 468]"
1027,1337,"[372, 280, 253, 270, 122, 295, 273, 288, 117, 501, 282]"
1025,1217,"[372, 280, 253, 270, 122, 295, 273, 288, 117, 501, 111]"
1024,1391,"[372, 280, 253, 270, 122, 295, 273, 288, 501, 290, 468]"
1022,1335,"[372, 280, 253, 270, 122, 295, 273, 288, 501, 290, 282]"
1020,1215,"[372, 280, 253, 270, 122, 295, 273, 288, 501, 290, 111]"
1015,1376,"[372, 280, 253, 270, 122, 295, 273, 117, 501, 290, 468]"
1013,1320,"[372, 280, 253, 270, 122, 295, 273, 117, 501, 290, 282]"
1011,1200,"[372, 280, 253, 270, 122, 295, 273, 117, 501, 290, 111]"
1010,1374,"[372, 280, 253, 270, 122, 295, 273, 501, 290, 424, 468]"
1008,1318,"[372, 280, 253, 270, 122, 295, 273, 501, 290, 424, 282]"
1006,1198,"[372, 280, 253, 270, 122, 295, 273, 501, 290, 424, 111]"
1051,1805,"[372, 280, 253, 270, 251, 295, 273, 246, 247, 288, 468]"
1049,1749,"[372, 280, 253, 270, 251, 295, 273, 246, 247, 288, 282]"
1047,1629,"[372, 280, 253, 270, 251, 295, 273, 246, 247, 288, 111]"
1048,1742,"[372, 280, 253, 270, 251, 295, 273, 246, 288, 265, 468]"
1046,1686,"[372, 280, 253, 270, 251, 295, 273, 246, 288, 265, 282]"
1044,1566,"[372, 280, 253, 270, 251, 295, 273, 246, 288, 265, 111]"
1045,1651,"[372, 280, 253, 270, 251, 295, 273, 246, 288, 267, 468]"
1043,1595,"[372, 280, 253, 270, 251, 295, 273, 246, 288, 267, 282]"
1041,1475,"[372, 280, 253, 270, 251, 295, 273, 246, 288, 267, 111]"
1042,1593,"[372, 280, 253, 270, 251, 295, 273, 288, 265, 267, 468]"
1040,1537,"[372, 280, 253, 270, 251, 295, 273, 288, 265, 267, 282]"
1038,1417,"[372, 280, 253, 270, 251, 295, 273, 288, 265, 267, 111]"
1038,1513,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 264, 468]"
1036,1457,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 264, 282]"
1034,1337,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 264, 111]"
1037,1510,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 355, 468]"
1035,1454,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 355, 282]"
1033,1334,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 355, 111]"
1035,1467,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 360, 468]"
1033,1411,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 360, 282]"
1031,1291,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 360, 111]"
1033,1445,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 117, 468]"
1031,1389,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 117, 282]"
1029,1269,"[372, 280, 253, 270, 251, 295, 273, 288, 267, 117, 111]"
1029,1410,"[372, 280, 253, 270, 251, 295, 273, 288, 360, 117, 468]"
1027,1354,"[372, 280, 253, 270, 251, 295, 273, 288, 360, 117, 282]"
1025,1234,"[372, 280, 253, 270, 251, 295, 273, 288, 360, 117, 111]"
1024,1408,"[372, 280, 253, 270, 251, 295, 273, 288, 360, 501, 468]"
1022,1352,"[372, 280, 253, 270, 251, 295, 273, 288, 360, 501, 282]"
1020,1232,"[372, 280, 253, 270, 251, 295, 273, 288, 360, 501, 111]"
1022,1386,"[372, 280, 253, 270, 251, 295, 273, 288, 117, 501, 468]"
1020,1330,"[372, 280, 253, 270, 251, 295, 273, 288, 117, 501, 282]"
1018,1210,"[372, 280, 253, 270, 251, 295, 273, 288, 117, 501, 111]"
1017,1384,"[372, 280, 253, 270, 251, 295, 273, 288, 501, 290, 468]"
1015,1328,"[372, 280, 253, 270, 251, 295, 273, 288, 501, 290, 282]"
1013,1208,"[372, 280, 253, 270, 251, 295, 273, 288, 501, 290, 111]"
1008,1369,"[372, 280, 253, 270, 251, 295, 273, 117, 501, 290, 468]"
1006,1313,"[372, 280, 253, 270, 251, 295, 273, 117, 501, 290, 282]"
1004,1193,"[372, 280, 253, 270, 251, 295, 273, 117, 501, 290, 111]"
1003,1367,"[372, 280, 253, 270, 251, 295, 273, 501, 290, 424, 468]"
1001,1311,"[372, 280, 253, 270, 251, 295, 273, 501, 290, 424, 282]"
999,1191,"[372, 280, 253, 270, 251, 295, 273, 501, 290, 424, 111]"
1041,1730,"[372, 280, 253, 270, 295, 273, 275, 246, 247, 288, 468]"
1039,1674,"[372, 280, 253, 270, 295, 273, 275, 246, 247, 288, 282]"
1037,1554,"[372, 280, 253, 270, 295, 273, 275, 246, 247, 288, 111]"
1038,1667,"[372, 280, 253, 270, 295, 273, 275, 246, 288, 265, 468]"
1036,1611,"[372, 280, 253, 270, 295, 273, 275, 246, 288, 265, 282]"
1034,1491,"[372, 280, 253, 270, 295, 273, 275, 246, 288, 265, 111]"
1035,1576,"[372, 280, 253, 270, 295, 273, 275, 246, 288, 267, 468]"
1033,1520,"[372, 280, 253, 270, 295, 273, 275, 246, 288, 267, 282]"
1031,1400,"[372, 280, 253, 270, 295, 273, 275, 246, 288, 267, 111]"
1032,1518,"[372, 280, 253, 270, 295, 273, 275, 288, 265, 267, 468]"
1030,1462,"[372, 280, 253, 270, 295, 273, 275, 288, 265, 267, 282]"
1028,1342,"[372, 280, 253, 270, 295, 273, 275, 288, 265, 267, 111]"
1028,1438,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 264, 468]"
1026,1382,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 264, 282]"
1024,1262,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 264, 111]"
1027,1435,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 355, 468]"
1025,1379,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 355, 282]"
1023,1259,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 355, 111]"
1025,1392,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 360, 468]"
1023,1336,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 360, 282]"
1021,1216,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 360, 111]"
1023,1370,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 117, 468]"
1021,1314,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 117, 282]"
1019,1194,"[372, 280, 253, 270, 295, 273, 275, 288, 267, 117, 111]"
1019,1335,"[372, 280, 253, 270, 295, 273, 275, 288, 360, 117, 468]"
1017,1279,"[372, 280, 253, 270, 295, 273, 275, 288, 360, 117, 282]"
1015,1159,"[372, 280, 253, 270, 295, 273, 275, 288, 360, 117, 111]"
1014,1333,"[372, 280, 253, 270, 295, 273, 275, 288, 360, 501, 468]"
1012,1277,"[372, 280, 253, 270, 295, 273, 275, 288, 360, 501, 282]"
1010,1157,"[372, 280, 253, 270, 295, 273, 275, 288, 360, 501, 111]"
1012,1311,"[372, 280, 253, 270, 295, 273, 275, 288, 117, 501, 468]"
1010,1255,"[372, 280, 253, 270, 295, 273, 275, 288, 117, 501, 282]"
1008,1135,"[372, 280, 253, 270, 295, 273, 275, 288, 117, 501, 111]"
1007,1309,"[372, 280, 253, 270, 295, 273, 275, 288, 501, 290, 468]"
1005,1253,"[372, 280, 253, 270, 295, 273, 275, 288, 501, 290, 282]"
1003,1133,"[372, 280, 253, 270, 295, 273, 275, 288, 501, 290, 111]"
998,1294,"[372, 280, 253, 270, 295, 273, 275, 117, 501, 290, 468]"
996,1238,"[372, 280, 253, 270, 295, 273, 275, 117, 501, 290, 282]"
994,1118,"[372, 280, 253, 270, 295, 273, 275, 117, 501, 290, 111]"
993,1292,"[372, 280, 253, 270, 295, 273, 275, 501, 290, 424, 468]"
991,1236,"[372, 280, 253, 270, 295, 273, 275, 501, 290, 424, 282]"
989,1116,"[372, 280, 253, 270, 295, 273, 275, 501, 290, 424, 111]"
1036,1668,"[372, 280, 253, 270, 295, 273, 365, 246, 247, 288, 468]"
1034,1612,"[372, 280, 253, 270, 295, 273, 365, 246, 247, 288, 282]"
1032,1492,"[372, 280, 253, 270, 295, 273, 365, 246, 247, 288, 111]"
1033,1605,"[372, 280, 253, 270, 295, 273, 365, 246, 288, 265, 468]"
1031,1549,"[372, 280, 253, 270, 295, 273, 365, 246, 288, 265, 282]"
1029,1429,"[372, 280, 253, 270, 295, 273, 365, 246, 288, 265, 111]"
1030,1514,"[372, 280, 253, 270, 295, 273, 365, 246, 288, 267, 468]"
1028,1458,"[372, 280, 253, 270, 295, 273, 365, 246, 288, 267, 282]"
1026,1338,"[372, 280, 253, 270, 295, 273, 365, 246, 288, 267, 111]"
1027,1456,"[372, 280, 253, 270, 295, 273, 365, 288, 265, 267, 468]"
1025,1400,"[372, 280, 253, 270, 295, 273, 365, 288, 265, 267, 282]"
1023,1280,"[372, 280, 253, 270, 295, 273, 365, 288, 265, 267, 111]"
1023,1376,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 264, 468]"
1021,1320,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 264, 282]"
1019,1200,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 264, 111]"
1022,1373,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 355, 468]"
1020,1317,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 355, 282]"
1018,1197,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 355, 111]"
1020,1330,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 360, 468]"
1018,1274,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 360, 282]"
1016,1154,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 360, 111]"
1018,1308,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 117, 468]"
1016,1252,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 117, 282]"
1014,1132,"[372, 280, 253, 270, 295, 273, 365, 288, 267, 117, 111]"
1014,1273,"[372, 280, 253, 270, 295, 273, 365, 288, 360, 117, 468]"
1012,1217,"[372, 280, 253, 270, 295, 273, 365, 288, 360, 117, 282]"
1010,1097,"[372, 280, 253, 270, 295, 273, 365, 288, 360, 117, 111]"
1009,1271,"[372, 280, 253, 270, 295, 273, 365, 288, 360, 501, 468]"
1007,1215,"[372, 280, 253, 270, 295, 273, 365, 288, 360, 501, 282]"
1005,1095,"[372, 280, 253, 270, 295, 273, 365, 288, 360, 501, 111]"
1007,1249,"[372, 280, 253, 270, 295, 273, 365, 288, 117, 501, 468]"
1005,1193,"[372, 280, 253, 270, 295, 273, 365, 288, 117, 501, 282]"
1003,1073,"[372, 280, 253, 270, 295, 273, 365, 288, 117, 501, 111]"
1002,1247,"[372, 280, 253, 270, 295, 273, 365, 288, 501, 290, 468]"
1000,1191,"[372, 280, 253, 270, 295, 273, 365, 288, 501, 290, 282]"
998,1071,"[372, 280, 253, 270, 295, 273, 365, 288, 501, 290, 111]"
993,1232,"[372, 280, 253, 270, 295, 273, 365, 117, 501, 290, 468]"
991,1176,"[372, 280, 253, 270, 295, 273, 365, 117, 501, 290, 282]"
989,1056,"[372, 280, 253, 270, 295, 273, 365, 117, 501, 290, 111]"
988,1230,"[372, 280, 253, 270, 295, 273, 365, 501, 290, 424, 468]"
986,1174,"[372, 280, 253, 270, 295, 273, 365, 501, 290, 424, 282]"
984,1054,"[372, 280, 253, 270, 295, 273, 365, 501, 290, 424, 111]"
1027,1663,"[372, 280, 253, 270, 295, 273, 13, 246, 247, 288, 468]"
1025,1607,"[372, 280, 253, 270, 295, 273, 13, 246, 247, 288, 282]"
1023,1487,"[372, 280, 253, 270, 295, 273, 13, 246, 247, 288, 111]"
1024,1600,"[372, 280, 253, 270, 295, 273, 13, 246, 288, 265, 468]"
1022,1544,"[372, 280, 253, 270, 295, 273, 13, 246, 288, 265, 282]"
1020,1424,"[372, 280, 253, 270, 295, 273, 13, 246, 288, 265, 111]"
1021,1509,"[372, 280, 253, 270, 295, 273, 13, 246, 288, 267, 468]"
1019,1453,"[372, 280, 253, 270, 295, 273, 13, 246, 288, 267, 282]"
1017,1333,"[372, 280, 253, 270, 295, 273, 13, 246, 288, 267, 111]"
1018,1451,"[372, 280, 253, 270, 295, 273, 13, 288, 265, 267, 468]"
1016,1395,"[372, 280, 253, 270, 295, 273, 13, 288, 265, 267, 282]"
1014,1275,"[372, 280, 253, 270, 295, 273, 13, 288, 265, 267, 111]"
1014,1371,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 264, 468]"
1012,1315,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 264, 282]"
1010,1195,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 264, 111]"
1013,1368,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 355, 468]"
1011,1312,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 355, 282]"
1009,1192,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 355, 111]"
1011,1325,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 360, 468]"
1009,1269,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 360, 282]"
1007,1149,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 360, 111]"
1009,1303,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 117, 468]"
1007,1247,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 117, 282]"
1005,1127,"[372, 280, 253, 270, 295, 273, 13, 288, 267, 117, 111]"
1005,1268,"[372, 280, 253, 270, 295, 273, 13, 288, 360, 117, 468]"
1003,1212,"[372, 280, 253, 270, 295, 273, 13, 288, 360, 117, 282]"
1001,1092,"[372, 280, 253, 270, 295, 273, 13, 288, 360, 117, 111]"
1000,1266,"[372, 280, 253, 270, 295, 273, 13, 288, 360, 501, 468]"
998,1210,"[372, 280, 253, 270, 295, 273, 13, 288, 360, 501, 282]"
996,1090,"[372, 280, 253, 270, 295, 273, 13, 288, 360, 501, 111]"
998,1244,"[372, 280, 253, 270, 295, 273, 13, 288, 117, 501, 468]"
996,1188,"[372, 280, 253, 270, 295, 273, 13, 288, 117, 501, 282]"
994,1068,"[372, 280, 253, 270, 295, 273, 13, 288, 117, 501, 111]"
993,1242,"[372, 280, 253, 270, 295, 273, 13, 288, 501, 290, 468]"
991,1186,"[372, 280, 253, 270, 295, 273, 13, 288, 501, 290, 282]"
989,1066,"[372, 280, 253, 270, 295, 273, 13, 288, 501, 290, 111]"
984,1227,"[372, 280, 253, 270, 295, 273, 13, 117, 501, 290, 468]"
982,1171,"[372, 280, 253, 270, 295, 273, 13, 117, 501, 290, 282]"
980,1051,"[372, 280, 253, 270, 295, 273, 13, 117, 501, 290, 111]"
979,1225,"[372, 280, 253, 270, 295, 273, 13, 501, 290, 424, 468]"
977,1169,"[372, 280, 253, 270, 295, 273, 13, 501, 290, 424, 282]"
975,1049,"[372, 280, 253, 270, 295, 273, 13, 501, 290, 424, 111]"
1019,1641,"[372, 280, 253, 270, 295, 273, 256, 246, 247, 288, 468]"
1017,1585,"[372, 280, 253, 270, 295, 273, 256, 246, 247, 288, 282]"
1015,1465,"[372, 280, 253, 270, 295, 273, 256, 246, 247, 288, 111]"
1016,1578,"[372, 280, 253, 270, 295, 273, 256, 246, 288, 265, 468]"
1014,1522,"[372, 280, 253, 270, 295, 273, 256, 246, 288, 265, 282]"
1012,1402,"[372, 280, 253, 270, 295, 273, 256, 246, 288, 265, 111]"
1013,1487,"[372, 280, 253, 270, 295, 273, 256, 246, 288, 267, 468]"
1011,1431,"[372, 280, 253, 270, 295, 273, 256, 246, 288, 267, 282]"
1009,1311,"[372, 280, 253, 270, 295, 273, 256, 246, 288, 267, 111]"
1010,1429,"[372, 280, 253, 270, 295, 273, 256, 288, 265, 267, 468]"
1008,1373,"[372, 280, 253, 270, 295, 273, 256, 288, 265, 267, 282]"
1006,1253,"[372, 280, 253, 270, 295, 273, 256, 288, 265, 267, 111]"
1006,1349,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 264, 468]"
1004,1293,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 264, 282]"
1002,1173,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 264, 111]"
1005,1346,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 355, 468]"
1003,1290,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 355, 282]"
1001,1170,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 355, 111]"
1003,1303,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 360, 468]"
1001,1247,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 360, 282]"
999,1127,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 360, 111]"
1001,1281,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 117, 468]"
999,1225,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 117, 282]"
997,1105,"[372, 280, 253, 270, 295, 273, 256, 288, 267, 117, 111]"
997,1246,"[372, 280, 253, 270, 295, 273, 256, 288, 360, 117, 468]"
995,1190,"[372, 280, 253, 270, 295, 273, 256, 288, 360, 117, 282]"
993,1070,"[372, 280, 253, 270, 295, 273, 256, 288, 360, 117, 111]"
992,1244,"[372, 280, 253, 270, 295, 273, 256, 288, 360, 501, 468]"
990,1188,"[372, 280, 253, 270, 295, 273, 256, 288, 360, 501, 282]"
988,1068,"[372, 280, 253, 270, 295, 273, 256, 288, 360, 501, 111]"
990,1222,"[372, 280, 253, 270, 295, 273, 256, 288, 117, 501, 468]"
988,1166,"[372, 280, 253, 270, 295, 273, 256, 288, 117, 501, 282]"
986,1046,"[372, 280, 253, 270, 295, 273, 256, 288, 117, 501, 111]"
985,1220,"[372, 280, 253, 270, 295, 273, 256, 288, 501, 290, 468]"
983,1164,"[372, 280, 253, 270, 295, 273, 256, 288, 501, 290, 282]"
981,1044,"[372, 280, 253, 270, 295, 273, 256, 288, 501, 290, 111]"
976,1205,"[372, 280, 253, 270, 295, 273, 256, 117, 501, 290, 468]"
974,1149,"[372, 280, 253, 270, 295, 273, 256, 117, 501, 290, 282]"
972,1029,"[372, 280, 253, 270, 295, 273, 256, 117, 501, 290, 111]"
971,1203,"[372, 280, 253, 270, 295, 273, 256, 501, 290, 424, 468]"
969,1147,"[372, 280, 253, 270, 295, 273, 256, 501, 290, 424, 282]"
967,1027,"[372, 280, 253, 270, 295, 273, 256, 501, 290, 424, 111]"
1017,1597,"[372, 280, 253, 270, 295, 273, 250, 246, 247, 288, 468]"
1015,1541,"[372, 280, 253, 270, 295, 273, 250, 246, 247, 288, 282]"
1013,1421,"[372, 280, 253, 270, 295, 273, 250, 246, 247, 288, 111]"
1014,1534,"[372, 280, 253, 270, 295, 273, 250, 246, 288, 265, 468]"
1012,1478,"[372, 280, 253, 270, 295, 273, 250, 246, 288, 265, 282]"
1010,1358,"[372, 280, 253, 270, 295, 273, 250, 246, 288, 265, 111]"
1011,1443,"[372, 280, 253, 270, 295, 273, 250, 246, 288, 267, 468]"
1009,1387,"[372, 280, 253, 270, 295, 273, 250, 246, 288, 267, 282]"
1007,1267,"[372, 280, 253, 270, 295, 273, 250, 246, 288, 267, 111]"
1008,1385,"[372, 280, 253, 270, 295, 273, 250, 288, 265, 267, 468]"
1006,1329,"[372, 280, 253, 270, 295, 273, 250, 288, 265, 267, 282]"
1004,1209,"[372, 280, 253, 270, 295, 273, 250, 288, 265, 267, 111]"
1004,1305,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 264, 468]"
1002,1249,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 264, 282]"
1000,1129,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 264, 111]"
1003,1302,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 355, 468]"
1001,1246,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 355, 282]"
999,1126,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 355, 111]"
1001,1259,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 360, 468]"
999,1203,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 360, 282]"
997,1083,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 360, 111]"
999,1237,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 117, 468]"
997,1181,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 117, 282]"
995,1061,"[372, 280, 253, 270, 295, 273, 250, 288, 267, 117, 111]"
995,1202,"[372, 280, 253, 270, 295, 273, 250, 288, 360, 117, 468]"
993,1146,"[372, 280, 253, 270, 295, 273, 250, 288, 360, 117, 282]"
991,1026,"[372, 280, 253, 270, 295, 273, 250, 288, 360, 117, 111]"
990,1200,"[372, 280, 253, 270, 295, 273, 250, 288, 360, 501, 468]"
988,1144,"[372, 280, 253, 270, 295, 273, 250, 288, 360, 501, 282]"
986,1024,"[372, 280, 253, 270, 295, 273, 250, 288, 360, 501, 111]"
988,1178,"[372, 280, 253, 270, 295, 273, 250, 288, 117, 501, 468]"
986,1122,"[372, 280, 253, 270, 295, 273, 250, 288, 117, 501, 282]"
984,1002,"[372, 280, 253, 270, 295, 273, 250, 288, 117, 501, 111]"
983,1176,"[372, 280, 253, 270, 295, 273, 250, 288, 501, 290, 468]"
981,1120,"[372, 280, 253, 270, 295, 273, 250, 288, 501, 290, 282]"
979,1000,"[372, 280, 253, 270, 295, 273, 250, 288, 501, 290, 111]"
974,1161,"[372, 280, 253, 270, 295, 273, 250, 117, 501, 290, 468]"
972,1105,"[372, 280, 253, 270, 295, 273, 250, 117, 501, 290, 282]"
970,985,"[372, 280, 253, 270, 295, 273, 250, 117, 501, 290, 111]"
969,1159,"[372, 280, 253, 270, 295, 273, 250, 501, 290, 424, 468]"
