cost,points_total,indexes
976,1145,"[372, 253, 270, 122, 295, 273, 288, 267, 264, 117, 111]"
979,1318,"[372, 253, 270, 122, 295, 273, 288, 267, 355, 117, 468]"
977,1262,"[372, 253, 270, 122, 295, 273, 288, 267, 355, 117, 282]"
975,1142,"[372, 253, 270, 122, 295, 273, 288, 267, 355, 117, 111]"
977,1275,"[372, 253, 270, 122, 295, 273, 288, 267, 360, 117, 468]"
975,1219,"[372, 253, 270, 122, 295, 273, 288, 267, 360, 117, 282]"
973,1099,"[372, 253, 270, 122, 295, 273, 288, 267, 360, 117, 111]"
972,1272,"[372, 253, 270, 122, 295, 273, 288, 360, 284, 117, 468]"
970,1216,"[372, 253, 270, 122, 295, 273, 288, 360, 284, 117, 282]"
968,1096,"[372, 253, 270, 122, 295, 273, 288, 360, 284, 117, 111]"
970,1251,"[372, 253, 270, 122, 295, 273, 288, 267, 117, 501, 468]"
968,1195,"[372, 253, 270, 122, 295, 273, 288, 267, 117, 501, 282]"
966,1075,"[372, 253, 270, 122, 295, 273, 288, 267, 117, 501, 111]"
969,1243,"[372, 253, 270, 122, 295, 273, 288, 360, 117, 294, 468]"
967,1187,"[372, 253, 270, 122, 295, 273, 288, 360, 117, 294, 282]"
965,1067,"[372, 253, 270, 122, 295, 273, 288, 360, 117, 294, 111]"
968,1238,"[372, 253, 270, 122, 295, 273, 288, 360, 117, 121, 468]"
966,1182,"[372, 253, 270, 122, 295, 273, 288, 360, 117, 121, 282]"
964,1062,"[372, 253, 270, 122, 295, 273, 288, 360, 117, 121, 111]"
966,1216,"[372, 253, 270, 122, 295, 273, 288, 360, 117, 501, 468]"
964,1160,"[372, 253, 270, 122, 295, 273, 288, 360, 117, 501, 282]"
962,1040,"[372, 253, 270, 122, 295, 273, 288, 360, 117, 501, 111]"
961,1214,"[372, 253, 270, 122, 295, 273, 288, 360, 501, 290, 468]"
959,1158,"[372, 253, 270, 122, 295, 273, 288, 360, 501, 290, 282]"
957,1038,"[372, 253, 270, 122, 295, 273, 288, 360, 501, 290, 111]"
959,1192,"[372, 253, 270, 122, 295, 273, 288, 117, 501, 290, 468]"
957,1136,"[372, 253, 270, 122, 295, 273, 288, 117, 501, 290, 282]"
955,1016,"[372, 253, 270, 122, 295, 273, 288, 117, 501, 290, 111]"
954,1190,"[372, 253, 270, 122, 295, 273, 288, 501, 290, 424, 468]"
952,1134,"[372, 253, 270, 122, 295, 273, 288, 501, 290, 424, 282]"
950,1014,"[372, 253, 270, 122, 295, 273, 288, 501, 290, 424, 111]"
945,1175,"[372, 253, 270, 122, 295, 273, 117, 501, 290, 424, 468]"
943,1119,"[372, 253, 270, 122, 295, 273, 117, 501, 290, 424, 282]"
941,999,"[372, 253, 270, 122, 295, 273, 117, 501, 290, 424, 111]"
935,1173,"[372, 253, 270, 122, 295, 273, 501, 290, 424, 404, 468]"
933,1117,"[372, 253, 270, 122, 295, 273, 501, 290, 424, 404, 282]"
931,997,"[372, 253, 270, 122, 295, 273, 501, 290, 424, 404, 111]"
995,1754,"[372, 253, 270, 251, 295, 273, 246, 247, 288, 265, 468]"
993,1698,"[372, 253, 270, 251, 295, 273, 246, 247, 288, 265, 282]"
991,1578,"[372, 253, 270, 251, 295, 273, 246, 247, 288, 265, 111]"
992,1663,"[372, 253, 270, 251, 295, 273, 246, 247, 288, 267, 468]"
990,1607,"[372, 253, 270, 251, 295, 273, 246, 247, 288, 267, 282]"
988,1487,"[372, 253, 270, 251, 295, 273, 246, 247, 288, 267, 111]"
989,1600,"[372, 253, 270, 251, 295, 273, 246, 288, 265, 267, 468]"
987,1544,"[372, 253, 270, 251, 295, 273, 246, 288, 265, 267, 282]"
985,1424,"[372, 253, 270, 251, 295, 273, 246, 288, 265, 267, 111]"
986,1550,"[372, 253, 270, 251, 295, 273, 288, 265, 113, 267, 468]"
984,1494,"[372, 253, 270, 251, 295, 273, 288, 265, 113, 267, 282]"
982,1374,"[372, 253, 270, 251, 295, 273, 288, 265, 113, 267, 111]"
985,1520,"[372, 253, 270, 251, 295, 273, 246, 288, 267, 264, 468]"
983,1464,"[372, 253, 270, 251, 295, 273, 246, 288, 267, 264, 282]"
981,1344,"[372, 253, 270, 251, 295, 273, 246, 288, 267, 264, 111]"
984,1517,"[372, 253, 270, 251, 295, 273, 246, 288, 267, 355, 468]"
982,1461,"[372, 253, 270, 251, 295, 273, 246, 288, 267, 355, 282]"
980,1341,"[372, 253, 270, 251, 295, 273, 246, 288, 267, 355, 111]"
982,1462,"[372, 253, 270, 251, 295, 273, 288, 265, 267, 264, 468]"
980,1406,"[372, 253, 270, 251, 295, 273, 288, 265, 267, 264, 282]"
978,1286,"[372, 253, 270, 251, 295, 273, 288, 265, 267, 264, 111]"
981,1459,"[372, 253, 270, 251, 295, 273, 288, 265, 267, 355, 468]"
979,1403,"[372, 253, 270, 251, 295, 273, 288, 265, 267, 355, 282]"
977,1283,"[372, 253, 270, 251, 295, 273, 288, 265, 267, 355, 111]"
980,1452,"[372, 253, 270, 251, 295, 273, 246, 288, 267, 117, 468]"
978,1396,"[372, 253, 270, 251, 295, 273, 246, 288, 267, 117, 282]"
976,1276,"[372, 253, 270, 251, 295, 273, 246, 288, 267, 117, 111]"
979,1416,"[372, 253, 270, 251, 295, 273, 288, 265, 267, 360, 468]"
977,1360,"[372, 253, 270, 251, 295, 273, 288, 265, 267, 360, 282]"
975,1240,"[372, 253, 270, 251, 295, 273, 288, 265, 267, 360, 111]"
977,1379,"[372, 253, 270, 251, 295, 273, 288, 267, 264, 355, 468]"
975,1323,"[372, 253, 270, 251, 295, 273, 288, 267, 264, 355, 282]"
973,1203,"[372, 253, 270, 251, 295, 273, 288, 267, 264, 355, 111]"
975,1336,"[372, 253, 270, 251, 295, 273, 288, 267, 264, 360, 468]"
973,1280,"[372, 253, 270, 251, 295, 273, 288, 267, 264, 360, 282]"
971,1160,"[372, 253, 270, 251, 295, 273, 288, 267, 264, 360, 111]"
974,1333,"[372, 253, 270, 251, 295, 273, 288, 267, 355, 360, 468]"
972,1277,"[372, 253, 270, 251, 295, 273, 288, 267, 355, 360, 282]"
970,1157,"[372, 253, 270, 251, 295, 273, 288, 267, 355, 360, 111]"
973,1314,"[372, 253, 270, 251, 295, 273, 288, 267, 264, 117, 468]"
971,1258,"[372, 253, 270, 251, 295, 273, 288, 267, 264, 117, 282]"
969,1138,"[372, 253, 270, 251, 295, 273, 288, 267, 264, 117, 111]"
972,1311,"[372, 253, 270, 251, 295, 273, 288, 267, 355, 117, 468]"
970,1255,"[372, 253, 270, 251, 295, 273, 288, 267, 355, 117, 282]"
968,1135,"[372, 253, 270, 251, 295, 273, 288, 267, 355, 117, 111]"
970,1268,"[372, 253, 270, 251, 295, 273, 288, 267, 360, 117, 468]"
968,1212,"[372, 253, 270, 251, 295, 273, 288, 267, 360, 117, 282]"
966,1092,"[372, 253, 270, 251, 295, 273, 288, 267, 360, 117, 111]"
965,1265,"[372, 253, 270, 251, 295, 273, 288, 360, 284, 117, 468]"
963,1209,"[372, 253, 270, 251, 295, 273, 288, 360, 284, 117, 282]"
961,1089,"[372, 253, 270, 251, 295, 273, 288, 360, 284, 117, 111]"
963,1244,"[372, 253, 270, 251, 295, 273, 288, 267, 117, 501, 468]"
961,1188,"[372, 253, 270, 251, 295, 273, 288, 267, 117, 501, 282]"
959,1068,"[372, 253, 270, 251, 295, 273, 288, 267, 117, 501, 111]"
962,1236,"[372, 253, 270, 251, 295, 273, 288, 360, 117, 294, 468]"
960,1180,"[372, 253, 270, 251, 295, 273, 288, 360, 117, 294, 282]"
958,1060,"[372, 253, 270, 251, 295, 273, 288, 360, 117, 294, 111]"
961,1231,"[372, 253, 270, 251, 295, 273, 288, 360, 117, 121, 468]"
959,1175,"[372, 253, 270, 251, 295, 273, 288, 360, 117, 121, 282]"
957,1055,"[372, 253, 270, 251, 295, 273, 288, 360, 117, 121, 111]"
959,1209,"[372, 253, 270, 251, 295, 273, 288, 360, 117, 501, 468]"
957,1153,"[372, 253, 270, 251, 295, 273, 288, 360, 117, 501, 282]"
955,1033,"[372, 253, 270, 251, 295, 273, 288, 360, 117, 501, 111]"
954,1207,"[372, 253, 270, 251, 295, 273, 288, 360, 501, 290, 468]"
952,1151,"[372, 253, 270, 251, 295, 273, 288, 360, 501, 290, 282]"
950,1031,"[372, 253, 270, 251, 295, 273, 288, 360, 501, 290, 111]"
952,1185,"[372, 253, 270, 251, 295, 273, 288, 117, 501, 290, 468]"
950,1129,"[372, 253, 270, 251, 295, 273, 288, 117, 501, 290, 282]"
948,1009,"[372, 253, 270, 251, 295, 273, 288, 117, 501, 290, 111]"
947,1183,"[372, 253, 270, 251, 295, 273, 288, 501, 290, 424, 468]"
945,1127,"[372, 253, 270, 251, 295, 273, 288, 501, 290, 424, 282]"
943,1007,"[372, 253, 270, 251, 295, 273, 288, 501, 290, 424, 111]"
938,1168,"[372, 253, 270, 251, 295, 273, 117, 501, 290, 424, 468]"
936,1112,"[372, 253, 270, 251, 295, 273, 117, 501, 290, 424, 282]"
934,992,"[372, 253, 270, 251, 295, 273, 117, 501, 290, 424, 111]"
928,1166,"[372, 253, 270, 251, 295, 273, 501, 290, 424, 404, 468]"
926,1110,"[372, 253, 270, 251, 295, 273, 501, 290, 424, 404, 282]"
924,990,"[372, 253, 270, 251, 295, 273, 501, 290, 424, 404, 111]"
985,1679,"[372, 253, 270, 295, 273, 275, 246, 247, 288, 265, 468]"
983,1623,"[372, 253, 270, 295, 273, 275, 246, 247, 288, 265, 282]"
981,1503,"[372, 253, 270, 295, 273, 275, 246, 247, 288, 265, 111]"
982,1588,"[372, 253, 270, 295, 273, 275, 246, 247, 288, 267, 468]"
980,1532,"[372, 253, 270, 295, 273, 275, 246, 247, 288, 267, 282]"
978,1412,"[372, 253, 270, 295, 273, 275, 246, 247, 288, 267, 111]"
979,1525,"[372, 253, 270, 295, 273, 275, 246, 288, 265, 267, 468]"
977,1469,"[372, 253, 270, 295, 273, 275, 246, 288, 265, 267, 282]"
975,1349,"[372, 253, 270, 295, 273, 275, 246, 288, 265, 267, 111]"
976,1475,"[372, 253, 270, 295, 273, 275, 288, 265, 113, 267, 468]"
974,1419,"[372, 253, 270, 295, 273, 275, 288, 265, 113, 267, 282]"
972,1299,"[372, 253, 270, 295, 273, 275, 288, 265, 113, 267, 111]"
975,1445,"[372, 253, 270, 295, 273, 275, 246, 288, 267, 264, 468]"
973,1389,"[372, 253, 270, 295, 273, 275, 246, 288, 267, 264, 282]"
971,1269,"[372, 253, 270, 295, 273, 275, 246, 288, 267, 264, 111]"
974,1442,"[372, 253, 270, 295, 273, 275, 246, 288, 267, 355, 468]"
972,1386,"[372, 253, 270, 295, 273, 275, 246, 288, 267, 355, 282]"
970,1266,"[372, 253, 270, 295, 273, 275, 246, 288, 267, 355, 111]"
972,1387,"[372, 253, 270, 295, 273, 275, 288, 265, 267, 264, 468]"
970,1331,"[372, 253, 270, 295, 273, 275, 288, 265, 267, 264, 282]"
968,1211,"[372, 253, 270, 295, 273, 275, 288, 265, 267, 264, 111]"
971,1384,"[372, 253, 270, 295, 273, 275, 288, 265, 267, 355, 468]"
969,1328,"[372, 253, 270, 295, 273, 275, 288, 265, 267, 355, 282]"
967,1208,"[372, 253, 270, 295, 273, 275, 288, 265, 267, 355, 111]"
970,1377,"[372, 253, 270, 295, 273, 275, 246, 288, 267, 117, 468]"
968,1321,"[372, 253, 270, 295, 273, 275, 246, 288, 267, 117, 282]"
966,1201,"[372, 253, 270, 295, 273, 275, 246, 288, 267, 117, 111]"
969,1341,"[372, 253, 270, 295, 273, 275, 288, 265, 267, 360, 468]"
967,1285,"[372, 253, 270, 295, 273, 275, 288, 265, 267, 360, 282]"
965,1165,"[372, 253, 270, 295, 273, 275, 288, 265, 267, 360, 111]"
967,1304,"[372, 253, 270, 295, 273, 275, 288, 267, 264, 355, 468]"
965,1248,"[372, 253, 270, 295, 273, 275, 288, 267, 264, 355, 282]"
963,1128,"[372, 253, 270, 295, 273, 275, 288, 267, 264, 355, 111]"
965,1261,"[372, 253, 270, 295, 273, 275, 288, 267, 264, 360, 468]"
963,1205,"[372, 253, 270, 295, 273, 275, 288, 267, 264, 360, 282]"
961,1085,"[372, 253, 270, 295, 273, 275, 288, 267, 264, 360, 111]"
964,1258,"[372, 253, 270, 295, 273, 275, 288, 267, 355, 360, 468]"
962,1202,"[372, 253, 270, 295, 273, 275, 288, 267, 355, 360, 282]"
960,1082,"[372, 253, 270, 295, 273, 275, 288, 267, 355, 360, 111]"
963,1239,"[372, 253, 270, 295, 273, 275, 288, 267, 264, 117, 468]"
961,1183,"[372, 253, 270, 295, 273, 275, 288, 267, 264, 117, 282]"
959,1063,"[372, 253, 270, 295, 273, 275, 288, 267, 264, 117, 111]"
962,1236,"[372, 253, 270, 295, 273, 275, 288, 267, 355, 117, 468]"
960,1180,"[372, 253, 270, 295, 273, 275, 288, 267, 355, 117, 282]"
958,1060,"[372, 253, 270, 295, 273, 275, 288, 267, 355, 117, 111]"
960,1193,"[372, 253, 270, 295, 273, 275, 288, 267, 360, 117, 468]"
958,1137,"[372, 253, 270, 295, 273, 275, 288, 267, 360, 117, 282]"
956,1017,"[372, 253, 270, 295, 273, 275, 288, 267, 360, 117, 111]"
955,1190,"[372, 253, 270, 295, 273, 275, 288, 360, 284, 117, 468]"
953,1134,"[372, 253, 270, 295, 273, 275, 288, 360, 284, 117, 282]"
951,1014,"[372, 253, 270, 295, 273, 275, 288, 360, 284, 117, 111]"
953,1169,"[372, 253, 270, 295, 273, 275, 288, 267, 117, 501, 468]"
951,1113,"[372, 253, 270, 295, 273, 275, 288, 267, 117, 501, 282]"
949,993,"[372, 253, 270, 295, 273, 275, 288, 267, 117, 501, 111]"
952,1161,"[372, 253, 270, 295, 273, 275, 288, 360, 117, 294, 468]"
950,1105,"[372, 253, 270, 295, 273, 275, 288, 360, 117, 294, 282]"
948,985,"[372, 253, 270, 295, 273, 275, 288, 360, 117, 294, 111]"
951,1156,"[372, 253, 270, 295, 273, 275, 288, 360, 117, 121, 468]"
949,1100,"[372, 253, 270, 295, 273, 275, 288, 360, 117, 121, 282]"
947,980,"[372, 253, 270, 295, 273, 275, 288, 360, 117, 121, 111]"
949,1134,"[372, 253, 270, 295, 273, 275, 288, 360, 117, 501, 468]"
947,1078,"[372, 253, 270, 295, 273, 275, 288, 360, 117, 501, 282]"
945,958,"[372, 253, 270, 295, 273, 275, 288, 360, 117, 501, 111]"
944,1132,"[372, 253, 270, 295, 273, 275, 288, 360, 501, 290, 468]"
942,1076,"[372, 253, 270, 295, 273, 275, 288, 360, 501, 290, 282]"
940,956,"[372, 253, 270, 295, 273, 275, 288, 360, 501, 290, 111]"
942,1110,"[372, 253, 270, 295, 273, 275, 288, 117, 501, 290, 468]"
940,1054,"[372, 253, 270, 295, 273, 275, 288, 117, 501, 290, 282]"
938,934,"[372, 253, 270, 295, 273, 275, 288, 117, 501, 290, 111]"
937,1108,"[372, 253, 270, 295, 273, 275, 288, 501, 290, 424, 468]"
935,1052,"[372, 253, 270, 295, 273, 275, 288, 501, 290, 424, 282]"
933,932,"[372, 253, 270, 295, 273, 275, 288, 501, 290, 424, 111]"
928,1093,"[372, 253, 270, 295, 273, 275, 117, 501, 290, 424, 468]"
926,1037,"[372, 253, 270, 295, 273, 275, 117, 501, 290, 424, 282]"
924,917,"[372, 253, 270, 295, 273, 275, 117, 501, 290, 424, 111]"
918,1091,"[372, 253, 270, 295, 273, 275, 501, 290, 424, 404, 468]"
916,1035,"[372, 253, 270, 295, 273, 275, 501, 290, 424, 404, 282]"
914,915,"[372, 253, 270, 295, 273, 275, 501, 290, 424, 404, 111]"
980,1617,"[372, 253, 270, 295, 273, 365, 246, 247, 288, 265, 468]"
978,1561,"[372, 253, 270, 295, 273, 365, 246, 247, 288, 265, 282]"
976,1441,"[372, 253, 270, 295, 273, 365, 246, 247, 288, 265, 111]"
977,1526,"[372, 253, 270, 295, 273, 365, 246, 247, 288, 267, 468]"
975,1470,"[372, 253, 270, 295, 273, 365, 246, 247, 288, 267, 282]"
973,1350,"[372, 253, 270, 295, 273, 365, 246, 247, 288, 267, 111]"
974,1463,"[372, 253, 270, 295, 273, 365, 246, 288, 265, 267, 468]"
972,1407,"[372, 253, 270, 295, 273, 365, 246, 288, 265, 267, 282]"
970,1287,"[372, 253, 270, 295, 273, 365, 246, 288, 265, 267, 111]"
971,1413,"[372, 253, 270, 295, 273, 365, 288, 265, 113, 267, 468]"
969,1357,"[372, 253, 270, 295, 273, 365, 288, 265, 113, 267, 282]"
967,1237,"[372, 253, 270, 295, 273, 365, 288, 265, 113, 267, 111]"
970,1383,"[372, 253, 270, 295, 273, 365, 246, 288, 267, 264, 468]"
968,1327,"[372, 253, 270, 295, 273, 365, 246, 288, 267, 264, 282]"
966,1207,"[372, 253, 270, 295, 273, 365, 246, 288, 267, 264, 111]"
969,1380,"[372, 253, 270, 295, 273, 365, 246, 288, 267, 355, 468]"
967,1324,"[372, 253, 270, 295, 273, 365, 246, 288, 267, 355, 282]"
965,1204,"[372, 253, 270, 295, 273, 365, 246, 288, 267, 355, 111]"
967,1325,"[372, 253, 270, 295, 273, 365, 288, 265, 267, 264, 468]"
965,1269,"[372, 253, 270, 295, 273, 365, 288, 265, 267, 264, 282]"
963,1149,"[372, 253, 270, 295, 273, 365, 288, 265, 267, 264, 111]"
966,1322,"[372, 253, 270, 295, 273, 365, 288, 265, 267, 355, 468]"
964,1266,"[372, 253, 270, 295, 273, 365, 288, 265, 267, 355, 282]"
962,1146,"[372, 253, 270, 295, 273, 365, 288, 265, 267, 355, 111]"
965,1315,"[372, 253, 270, 295, 273, 365, 246, 288, 267, 117, 468]"
963,1259,"[372, 253, 270, 295, 273, 365, 246, 288, 267, 117, 282]"
961,1139,"[372, 253, 270, 295, 273, 365, 246, 288, 267, 117, 111]"
964,1279,"[372, 253, 270, 295, 273, 365, 288, 265, 267, 360, 468]"
