total_points,now_cost,indexes
42,114,"[362, 506, 319]"
97,115,"[362, 506, 36]"
105,116,"[362, 36, 365]"
110,117,"[362, 36, 322]"
130,118,"[362, 36, 495]"
147,119,"[362, 36, 413]"
159,120,"[362, 36, 11]"
170,121,"[362, 36, 56]"
180,122,"[36, 495, 413]"
195,123,"[36, 413, 346]"
209,124,"[36, 413, 11]"
220,125,"[36, 413, 56]"
232,126,"[36, 11, 56]"
242,128,"[36, 11, 34]"
253,129,"[36, 56, 34]"
262,131,"[36, 34, 321]"
270,132,"[36, 56, 278]"
281,133,"[11, 56, 34]"
290,135,"[36, 34, 436]"
301,136,"[56, 34, 321]"
308,137,"[11, 56, 436]"
310,138,"[56, 34, 32]"
319,139,"[56, 34, 278]"
329,140,"[56, 34, 436]"
338,142,"[34, 321, 436]"
346,143,"[56, 278, 436]"
347,144,"[34, 32, 436]"
356,145,"[34, 278, 436]"
359,146,"[56, 436, 33]"
364,147,"[32, 278, 436]"
369,148,"[34, 436, 33]"
377,150,"[32, 436, 33]"
386,151,"[278, 436, 33]"
392,154,"[436, 33, 359]"
398,158,"[436, 33, 126]"
405,160,"[34, 436, 77]"
413,162,"[32, 436, 77]"
422,163,"[278, 436, 77]"
425,165,"[278, 33, 77]"
435,166,"[436, 33, 77]"
443,169,"[436, 33, 78]"
445,175,"[33, 126, 78]"
452,177,"[34, 77, 78]"
460,179,"[32, 77, 78]"
469,180,"[278, 77, 78]"
479,181,"[436, 77, 78]"
482,183,"[33, 77, 78]"
486,186,"[436, 78, 561]"
489,188,"[33, 78, 561]"
490,193,"[384, 77, 78]"
497,198,"[384, 78, 561]"
525,200,"[77, 78, 561]"
