total_points,now_cost,indexes
54,121,"[3610, 3611, 1397]"
102,122,"[3610, 1397, 4021]"
146,123,"[1397, 4021, 5424]"
174,124,"[1397, 4021, 5023]"
194,125,"[1397, 5023, 2320]"
217,126,"[1397, 5023, 1290]"
233,127,"[1397, 1290, 4470]"
257,128,"[1397, 5023, 1416]"
274,129,"[1397, 1290, 1416]"
296,130,"[5023, 1290, 1416]"
312,131,"[1290, 4470, 1416]"
328,132,"[1290, 3504, 1416]"
340,133,"[3504, 1439, 1416]"
348,134,"[3504, 1416, 4287]"
353,136,"[1416, 4287, 3080]"
356,137,"[1416, 4287, 5105]"
358,138,"[3504, 1416, 3147]"
363,139,"[1416, 4287, 3147]"
369,140,"[1290, 1416, 5449]"
384,141,"[3504, 1416, 5449]"
389,142,"[1416, 4287, 5449]"
390,143,"[3504, 1416, 5481]"
395,144,"[1416, 4287, 5481]"
399,145,"[1416, 4287, 5271]"
402,146,"[1416, 4287, 5203]"
405,148,"[1416, 5105, 5203]"
422,149,"[1416, 5449, 2132]"
431,151,"[1416, 5449, 5481]"
435,152,"[1416, 5449, 5271]"
438,153,"[1416, 5449, 5203]"
441,154,"[1416, 5481, 5271]"
444,155,"[1416, 5481, 5203]"
448,156,"[1416, 5271, 5203]"
456,159,"[1416, 5449, 1048]"
462,161,"[1416, 5481, 1048]"
466,162,"[1416, 5271, 1048]"
469,163,"[1416, 5203, 1048]"
472,165,"[1416, 5203, 3040]"
473,166,"[1416, 2070, 1048]"
478,168,"[5449, 5481, 1048]"
482,169,"[5449, 5271, 1048]"
485,170,"[5449, 5203, 1048]"
490,171,"[1416, 1048, 3040]"
491,172,"[5481, 5203, 1048]"
495,173,"[5271, 5203, 1048]"
498,175,"[5271, 5203, 3040]"
499,176,"[5271, 2070, 1048]"
502,177,"[5203, 2070, 1048]"
506,178,"[5449, 1048, 3040]"
512,180,"[5481, 1048, 3040]"
516,181,"[5271, 1048, 3040]"
519,182,"[5203, 1048, 3040]"
523,185,"[2070, 1048, 3040]"
525,191,"[1048, 3040, 3150]"
540,195,"[3504, 1416, 2234]"
545,196,"[1416, 4287, 2234]"
548,198,"[1416, 5105, 2234]"
555,200,"[1416, 3147, 2234]"
557,201,"[1416, 3042, 2234]"
581,203,"[1416, 5449, 2234]"
587,205,"[1416, 5481, 2234]"
591,206,"[1416, 5271, 2234]"
594,207,"[1416, 5203, 2234]"
598,210,"[1416, 2070, 2234]"
603,212,"[5449, 5481, 2234]"
612,213,"[1416, 1048, 2234]"
615,215,"[1416, 3040, 2234]"
616,216,"[5481, 5203, 2234]"
620,217,"[5271, 5203, 2234]"
628,220,"[5449, 1048, 2234]"
634,222,"[5481, 1048, 2234]"
638,223,"[5271, 1048, 2234]"
641,224,"[5203, 1048, 2234]"
644,226,"[5203, 3040, 2234]"
645,227,"[2070, 1048, 2234]"
648,229,"[2070, 3040, 2234]"
662,232,"[1048, 3040, 2234]"
663,242,"[1416, 2247, 2234]"
666,244,"[3040, 3172, 2234]"
668,247,"[5449, 1394, 2234]"
679,249,"[5449, 2247, 2234]"
685,251,"[5481, 2247, 2234]"
689,252,"[5271, 2247, 2234]"
692,253,"[5203, 2247, 2234]"
696,256,"[2070, 2247, 2234]"
699,257,"[1048, 1394, 2234]"
710,259,"[1048, 2247, 2234]"
713,261,"[3040, 2247, 2234]"
714,268,"[5203, 2234, 4215]"
718,271,"[2070, 2234, 4215]"
732,274,"[1048, 2234, 4215]"
735,276,"[3040, 2234, 4215]"
745,285,"[1048, 2234, 1012]"
750,286,"[1394, 2247, 2234]"
757,288,"[2247, 1398, 2234]"
760,293,"[2247, 5390, 2234]"
763,300,"[2247, 3251, 2234]"
772,301,"[1394, 2234, 4215]"
783,303,"[2247, 2234, 4215]"
785,312,"[1394, 2234, 1012]"
796,314,"[2247, 2234, 1012]"
798,325,"[2234, 4215, 5302]"
818,329,"[2234, 4215, 1012]"
826,355,"[2234, 1012, 3253]"
