total_points,now_cost,indexes
102,162,"[3610, 3611, 1397, 4021]"
148,163,"[3610, 1397, 4021, 5424]"
183,164,"[1397, 4021, 5424, 1626]"
220,165,"[1397, 4021, 5424, 5023]"
242,166,"[1397, 4021, 5023, 2320]"
265,167,"[1397, 4021, 5023, 1290]"
285,168,"[1397, 5023, 2320, 1290]"
307,169,"[1397, 5023, 1290, 4470]"
325,170,"[1397, 5023, 2320, 1416]"
348,171,"[1397, 5023, 1290, 1416]"
364,172,"[1397, 1290, 4470, 1416]"
386,173,"[5023, 1290, 4470, 1416]"
402,174,"[5023, 1290, 3504, 1416]"
418,175,"[1290, 4470, 3504, 1416]"
431,176,"[1290, 3504, 1439, 1416]"
441,177,"[3504, 1439, 2127, 1416]"
451,178,"[3504, 1439, 1416, 4287]"
459,180,"[3504, 1416, 4287, 3080]"
462,181,"[3504, 1416, 4287, 5105]"
469,183,"[3504, 1416, 4287, 3147]"
475,184,"[1290, 3504, 1416, 5449]"
487,185,"[3504, 1439, 1416, 5449]"
495,186,"[3504, 1416, 4287, 5449]"
501,188,"[3504, 1416, 4287, 5481]"
505,189,"[3504, 1416, 4287, 5271]"
508,190,"[3504, 1416, 4287, 5203]"
510,191,"[1416, 4287, 3080, 5271]"
513,192,"[1290, 1416, 5449, 2132]"
528,193,"[3504, 1416, 5449, 2132]"
533,194,"[1416, 4287, 5449, 2132]"
537,195,"[3504, 1416, 5449, 5481]"
542,196,"[1416, 4287, 5449, 5481]"
546,197,"[1416, 4287, 5449, 5271]"
549,198,"[1416, 4287, 5449, 5203]"
552,199,"[1416, 4287, 5481, 5271]"
555,200,"[1416, 4287, 5481, 5203]"
559,201,"[1416, 4287, 5271, 5203]"
575,203,"[1416, 5449, 2132, 5481]"
579,204,"[1416, 5449, 2132, 5271]"
582,205,"[1416, 5449, 2132, 5203]"
588,206,"[1416, 5449, 5481, 5271]"
591,207,"[1416, 5449, 5481, 5203]"
595,208,"[1416, 5449, 5271, 5203]"
601,210,"[1416, 5481, 5271, 5203]"
602,212,"[1416, 5449, 5203, 2070]"
609,213,"[1416, 5449, 5481, 1048]"
613,214,"[1416, 5449, 5271, 1048]"
616,215,"[1416, 5449, 5203, 1048]"
619,216,"[1416, 5481, 5271, 1048]"
622,217,"[1416, 5481, 5203, 1048]"
626,218,"[1416, 5271, 5203, 1048]"
629,220,"[1416, 5271, 5203, 3040]"
630,221,"[1416, 5271, 2070, 1048]"
633,222,"[1416, 5203, 2070, 1048]"
637,223,"[1416, 5449, 1048, 3040]"
638,224,"[5449, 5481, 5203, 1048]"
643,225,"[1416, 5481, 1048, 3040]"
647,226,"[1416, 5271, 1048, 3040]"
650,227,"[1416, 5203, 1048, 3040]"
651,229,"[5481, 5271, 5203, 3040]"
654,230,"[1416, 2070, 1048, 3040]"
655,231,"[5481, 5203, 2070, 1048]"
659,232,"[5449, 5481, 1048, 3040]"
663,233,"[5449, 5271, 1048, 3040]"
666,234,"[5449, 5203, 1048, 3040]"
669,235,"[5481, 5271, 1048, 3040]"
672,236,"[5481, 5203, 1048, 3040]"
676,237,"[5271, 5203, 1048, 3040]"
680,240,"[5271, 2070, 1048, 3040]"
683,241,"[5203, 2070, 1048, 3040]"
687,247,"[3504, 1416, 5449, 2234]"
692,248,"[1416, 4287, 5449, 2234]"
693,249,"[3504, 1416, 5481, 2234]"
698,250,"[1416, 4287, 5481, 2234]"
702,251,"[1416, 4287, 5271, 2234]"
705,252,"[1416, 4287, 5203, 2234]"
708,254,"[1416, 5105, 5203, 2234]"
725,255,"[1416, 5449, 2132, 2234]"
734,257,"[1416, 5449, 5481, 2234]"
738,258,"[1416, 5449, 5271, 2234]"
741,259,"[1416, 5449, 5203, 2234]"
744,260,"[1416, 5481, 5271, 2234]"
747,261,"[1416, 5481, 5203, 2234]"
751,262,"[1416, 5271, 5203, 2234]"
759,265,"[1416, 5449, 1048, 2234]"
765,267,"[1416, 5481, 1048, 2234]"
769,268,"[1416, 5271, 1048, 2234]"
772,269,"[1416, 5203, 1048, 2234]"
775,271,"[1416, 5203, 3040, 2234]"
776,272,"[1416, 2070, 1048, 2234]"
781,274,"[5449, 5481, 1048, 2234]"
785,275,"[5449, 5271, 1048, 2234]"
788,276,"[5449, 5203, 1048, 2234]"
793,277,"[1416, 1048, 3040, 2234]"
794,278,"[5481, 5203, 1048, 2234]"
798,279,"[5271, 5203, 1048, 2234]"
801,281,"[5271, 5203, 3040, 2234]"
802,282,"[5271, 2070, 1048, 2234]"
805,283,"[5203, 2070, 1048, 2234]"
809,284,"[5449, 1048, 3040, 2234]"
815,286,"[5481, 1048, 3040, 2234]"
819,287,"[5271, 1048, 3040, 2234]"
822,288,"[5203, 1048, 3040, 2234]"
826,291,"[2070, 1048, 3040, 2234]"
828,297,"[1048, 3040, 3150, 2234]"
830,302,"[1416, 1048, 1394, 2234]"
832,303,"[5449, 5481, 2247, 2234]"
841,304,"[1416, 1048, 2247, 2234]"
844,306,"[1416, 3040, 2247, 2234]"
845,307,"[5481, 5203, 2247, 2234]"
849,308,"[5271, 5203, 2247, 2234]"
857,311,"[5449, 1048, 2247, 2234]"
863,313,"[5481, 1048, 2247, 2234]"
867,314,"[5271, 1048, 2247, 2234]"
870,315,"[5203, 1048, 2247, 2234]"
873,317,"[5203, 3040, 2247, 2234]"
874,318,"[2070, 1048, 2247, 2234]"
877,320,"[2070, 3040, 2247, 2234]"
880,321,"[1048, 3040, 1394, 2234]"
891,323,"[1048, 3040, 2247, 2234]"
892,330,"[5203, 1048, 2234, 4215]"
895,332,"[5203, 3040, 2234, 4215]"
896,333,"[2070, 1048, 2234, 4215]"
899,335,"[2070, 3040, 2234, 4215]"
913,338,"[1048, 3040, 2234, 4215]"
914,343,"[5271, 2247, 1398, 2234]"
917,344,"[5203, 2247, 1398, 2234]"
921,347,"[2070, 2247, 1398, 2234]"
928,348,"[1048, 1394, 2247, 2234]"
935,350,"[1048, 2247, 1398, 2234]"
938,352,"[3040, 2247, 1398, 2234]"
941,357,"[3040, 2247, 5390, 2234]"
943,359,"[5203, 2247, 2234, 4215]"
947,362,"[2070, 2247, 2234, 4215]"
950,363,"[1048, 1394, 2234, 4215]"
961,365,"[1048, 2247, 2234, 4215]"
964,367,"[3040, 2247, 2234, 4215]"
974,376,"[1048, 2247, 2234, 1012]"
975,377,"[1394, 2247, 1398, 2234]"
977,378,"[3040, 2247, 2234, 1012]"
978,382,"[1394, 2247, 5390, 2234]"
985,384,"[2247, 1398, 5390, 2234]"
996,391,"[1048, 2234, 4215, 1012]"
1001,392,"[1394, 2247, 2234, 4215]"
1008,394,"[2247, 1398, 2234, 4215]"
1011,399,"[2247, 5390, 2234, 4215]"
1014,403,"[1394, 2247, 2234, 1012]"
1021,405,"[2247, 1398, 2234, 1012]"
1024,410,"[2247, 5390, 2234, 1012]"
1027,416,"[2247, 2234, 4215, 5302]"
1036,418,"[1394, 2234, 4215, 1012]"
1047,420,"[2247, 2234, 4215, 1012]"
1049,432,"[3251, 2234, 4215, 1012]"
1056,439,"[2234, 4215, 3122, 1012]"
1062,442,"[2234, 4215, 5302, 1012]"
1077,461,"[2234, 4215, 1012, 3253]"
