total_points,now_cost,indexes
48,126,"[22, 20, 539]"
110,127,"[22, 20, 87]"
145,128,"[22, 87, 352]"
186,129,"[22, 87, 510]"
203,130,"[22, 510, 454]"
232,131,"[87, 510, 454]"
237,132,"[510, 454, 453]"
246,133,"[87, 510, 324]"
263,134,"[510, 454, 324]"
278,137,"[510, 454, 365]"
292,139,"[510, 324, 365]"
294,141,"[510, 324, 85]"
296,142,"[510, 365, 482]"
300,143,"[510, 365, 505]"
309,144,"[510, 365, 85]"
311,146,"[324, 365, 85]"
317,147,"[510, 365, 425]"
319,149,"[510, 85, 425]"
321,151,"[324, 85, 425]"
323,152,"[365, 482, 425]"
327,153,"[365, 505, 425]"
336,154,"[365, 85, 425]"
337,159,"[85, 425, 290]"
351,164,"[510, 324, 791]"
366,167,"[510, 365, 791]"
368,169,"[510, 85, 791]"
370,171,"[324, 85, 791]"
376,172,"[510, 425, 791]"
385,174,"[365, 85, 791]"
393,177,"[365, 425, 791]"
395,179,"[85, 425, 791]"
396,188,"[85, 326, 791]"
404,191,"[425, 326, 791]"
425,192,"[510, 791, 797]"
427,194,"[324, 791, 797]"
442,197,"[365, 791, 797]"
444,199,"[85, 791, 797]"
452,202,"[425, 791, 797]"
453,211,"[326, 791, 797]"
462,218,"[227, 791, 797]"
501,222,"[791, 797, 825]"
526,247,"[791, 797, 1429]"
551,272,"[791, 1429, 1437]"
576,297,"[1429, 1437, 1451]"
