total_points,now_cost,indexes
48,168,"[22, 20, 128, 539]"
110,169,"[22, 20, 128, 87]"
160,170,"[22, 20, 87, 352]"
201,171,"[22, 20, 87, 510]"
236,172,"[22, 87, 352, 510]"
265,173,"[22, 87, 510, 454]"
282,174,"[87, 352, 510, 454]"
299,175,"[87, 510, 454, 453]"
303,176,"[87, 510, 454, 261]"
325,177,"[87, 510, 454, 324]"
330,178,"[510, 454, 453, 324]"
334,179,"[510, 454, 261, 324]"
340,180,"[87, 510, 454, 365]"
345,181,"[510, 454, 453, 365]"
354,182,"[87, 510, 324, 365]"
371,183,"[510, 454, 324, 365]"
373,185,"[510, 454, 324, 85]"
375,186,"[510, 454, 365, 482]"
379,187,"[510, 454, 365, 505]"
389,188,"[510, 324, 365, 482]"
393,189,"[510, 324, 365, 505]"
402,190,"[510, 324, 365, 85]"
410,193,"[510, 324, 365, 425]"
412,195,"[510, 324, 85, 425]"
414,196,"[510, 365, 482, 425]"
418,197,"[510, 365, 505, 425]"
427,198,"[510, 365, 85, 425]"
429,200,"[324, 365, 85, 425]"
433,203,"[365, 482, 85, 425]"
437,204,"[365, 505, 85, 425]"
445,208,"[365, 85, 425, 290]"
459,213,"[510, 324, 365, 771]"
461,215,"[510, 324, 85, 771]"
463,216,"[510, 365, 482, 771]"
467,217,"[510, 365, 505, 771]"
476,218,"[510, 365, 85, 771]"
478,220,"[324, 365, 85, 771]"
484,221,"[510, 365, 425, 771]"
486,223,"[510, 85, 425, 771]"
488,225,"[324, 85, 425, 771]"
490,226,"[365, 482, 425, 771]"
494,227,"[365, 505, 425, 771]"
503,228,"[365, 85, 425, 771]"
504,233,"[85, 425, 290, 771]"
518,238,"[510, 324, 771, 791]"
533,241,"[510, 365, 771, 791]"
535,243,"[510, 85, 771, 791]"
537,245,"[324, 85, 771, 791]"
543,246,"[510, 425, 771, 791]"
552,248,"[365, 85, 771, 791]"
560,251,"[365, 425, 771, 791]"
562,253,"[85, 425, 771, 791]"
563,262,"[85, 326, 771, 791]"
571,265,"[425, 326, 771, 791]"
592,266,"[510, 771, 791, 797]"
594,268,"[324, 771, 791, 797]"
609,271,"[365, 771, 791, 797]"
611,273,"[85, 771, 791, 797]"
619,276,"[425, 771, 791, 797]"
620,285,"[326, 771, 791, 797]"
629,292,"[227, 771, 791, 797]"
668,296,"[771, 791, 797, 825]"
693,321,"[771, 791, 797, 1427]"
718,346,"[771, 791, 1427, 1429]"
743,371,"[771, 1427, 1429, 1437]"
768,396,"[1427, 1429, 1437, 1451]"
