total_points,now_cost,indexes
41,161,"[519, 603, 562, 556]"
101,163,"[264, 603, 562, 556]"
132,164,"[603, 562, 273, 556]"
146,166,"[146, 603, 562, 556]"
201,168,"[264, 603, 273, 556]"
215,170,"[146, 264, 603, 556]"
246,171,"[146, 603, 273, 556]"
259,174,"[603, 211, 273, 556]"
285,175,"[146, 264, 603, 273]"
313,176,"[146, 264, 273, 556]"
326,179,"[264, 211, 273, 556]"
343,181,"[146, 603, 211, 273]"
371,182,"[146, 211, 273, 556]"
410,186,"[146, 264, 211, 273]"
430,192,"[146, 211, 62, 273]"
455,197,"[146, 211, 46, 273]"
469,229,"[146, 211, 16, 46]"
