total_points,now_cost,indexes
41,201,"[519, 603, 562, 197, 556]"
101,203,"[264, 603, 562, 197, 556]"
132,204,"[603, 562, 197, 273, 556]"
146,206,"[146, 603, 562, 197, 556]"
201,208,"[264, 603, 562, 273, 556]"
215,210,"[146, 264, 603, 562, 556]"
246,211,"[146, 603, 562, 273, 556]"
255,213,"[146, 519, 603, 273, 556]"
259,214,"[603, 211, 562, 273, 556]"
315,215,"[146, 264, 603, 273, 556]"
328,218,"[264, 603, 211, 273, 556]"
342,220,"[146, 264, 603, 211, 556]"
373,221,"[146, 603, 211, 273, 556]"
380,224,"[146, 519, 211, 273, 556]"
412,225,"[146, 264, 603, 211, 273]"
440,226,"[146, 264, 211, 273, 556]"
441,231,"[146, 264, 211, 558, 273]"
460,232,"[146, 211, 62, 273, 556]"
499,236,"[146, 264, 211, 62, 273]"
524,241,"[146, 264, 211, 46, 273]"
544,247,"[146, 211, 46, 62, 273]"
569,274,"[146, 211, 16, 46, 273]"
570,306,"[146, 227, 211, 16, 46]"
