total_points,now_cost,indexes
127,114,"[146, 470, 264]"
145,115,"[146, 470, 603]"
187,116,"[146, 470, 211]"
221,119,"[146, 470, 16]"
226,120,"[146, 470, 201]"
234,121,"[146, 211, 16]"
239,122,"[146, 211, 201]"
265,124,"[146, 16, 562]"
273,125,"[146, 16, 201]"
278,126,"[211, 16, 562]"
286,127,"[211, 16, 201]"
287,128,"[146, 201, 46]"
303,129,"[16, 562, 67]"
317,130,"[16, 562, 201]"
318,131,"[16, 201, 92]"
326,132,"[16, 562, 46]"
334,133,"[16, 201, 46]"
337,134,"[16, 562, 62]"
345,135,"[16, 201, 62]"
354,137,"[16, 46, 62]"
359,138,"[201, 46, 62]"
363,139,"[16, 62, 558]"
368,140,"[201, 62, 558]"
378,141,"[16, 562, 200]"
386,142,"[16, 201, 200]"
395,144,"[16, 46, 200]"
400,145,"[201, 46, 200]"
406,146,"[16, 62, 200]"
411,147,"[201, 62, 200]"
414,148,"[16, 42, 200]"
420,149,"[46, 62, 200]"
429,151,"[62, 558, 200]"
439,153,"[62, 42, 200]"
443,158,"[46, 200, 435]"
454,160,"[62, 200, 435]"
462,162,"[42, 200, 435]"
468,170,"[200, 435, 313]"
470,178,"[42, 200, 255]"
485,185,"[200, 435, 255]"
492,206,"[200, 255, 259]"
