total_points,now_cost,indexes
195,168,"[320, 452, 201, 22]"
258,169,"[320, 452, 201, 367]"
255,169,"[320, 452, 201, 41]"
231,169,"[320, 452, 201, 46]"
289,170,"[320, 452, 367, 41]"
286,170,"[320, 201, 367, 41]"
274,170,"[320, 452, 201, 127]"
308,171,"[320, 452, 367, 127]"
305,171,"[320, 452, 41, 127]"
305,171,"[320, 201, 367, 127]"
336,172,"[320, 367, 41, 127]"
322,172,"[452, 367, 41, 127]"
319,172,"[201, 367, 41, 127]"
335,173,"[320, 367, 41, 90]"
331,173,"[320, 367, 127, 108]"
354,174,"[320, 367, 127, 90]"
351,174,"[320, 41, 127, 90]"
345,174,"[367, 41, 127, 108]"
368,175,"[367, 41, 127, 90]"
355,175,"[367, 41, 127, 63]"
363,176,"[367, 127, 108, 90]"
360,176,"[41, 127, 108, 90]"
373,177,"[367, 127, 90, 63]"
370,177,"[41, 127, 90, 63]"
377,179,"[367, 127, 90, 107]"
374,179,"[320, 367, 127, 250]"
374,179,"[41, 127, 90, 107]"
388,180,"[367, 41, 127, 250]"
385,180,"[367, 41, 127, 84]"
384,180,"[367, 127, 90, 277]"
398,181,"[320, 367, 127, 132]"
395,181,"[320, 41, 127, 132]"
390,181,"[320, 367, 127, 414]"
412,182,"[367, 41, 127, 132]"
406,182,"[367, 127, 90, 250]"
404,182,"[367, 41, 127, 414]"
413,183,"[320, 127, 90, 132]"
411,183,"[367, 41, 90, 132]"
430,184,"[367, 127, 90, 132]"
427,184,"[41, 127, 90, 132]"
422,184,"[367, 127, 90, 414]"
432,186,"[127, 90, 63, 132]"
428,187,"[367, 127, 277, 132]"
436,188,"[127, 90, 107, 132]"
433,188,"[320, 127, 250, 132]"
450,189,"[367, 127, 250, 132]"
447,189,"[367, 127, 84, 132]"
447,189,"[41, 127, 250, 132]"
449,190,"[320, 127, 132, 414]"
449,190,"[367, 90, 250, 132]"
466,191,"[367, 127, 132, 414]"
465,191,"[127, 90, 250, 132]"
463,191,"[41, 127, 132, 414]"
465,192,"[367, 90, 132, 414]"
481,193,"[127, 90, 132, 414]"
468,193,"[127, 63, 132, 414]"
467,194,"[90, 63, 132, 414]"
472,195,"[127, 107, 132, 414]"
482,196,"[127, 250, 84, 132]"
479,196,"[127, 277, 132, 414]"
485,197,"[367, 250, 132, 414]"
482,197,"[367, 84, 132, 414]"
501,198,"[127, 250, 132, 414]"
498,198,"[127, 84, 132, 414]"
494,198,"[367, 127, 132, 70]"
500,199,"[90, 250, 132, 414]"
509,200,"[127, 90, 132, 70]"
501,200,"[127, 90, 414, 70]"
507,203,"[127, 277, 132, 70]"
502,203,"[127, 250, 84, 70]"
517,204,"[250, 84, 132, 414]"
513,204,"[367, 250, 132, 70]"
510,204,"[367, 84, 132, 70]"
529,205,"[127, 250, 132, 70]"
526,205,"[127, 84, 132, 70]"
521,205,"[127, 250, 414, 70]"
529,206,"[367, 132, 414, 70]"
528,206,"[90, 250, 132, 70]"
545,207,"[127, 132, 414, 70]"
544,208,"[90, 132, 414, 70]"
531,208,"[63, 132, 414, 70]"
536,209,"[127, 132, 414, 342]"
545,211,"[250, 84, 132, 70]"
545,212,"[111, 132, 414, 70]"
564,213,"[250, 132, 414, 70]"
561,213,"[84, 132, 414, 70]"
553,214,"[23, 132, 414, 70]"
555,215,"[250, 132, 414, 342]"
564,216,"[127, 132, 70, 342]"
563,217,"[90, 132, 70, 342]"
565,219,"[132, 414, 131, 70]"
569,221,"[132, 414, 501, 70]"
583,222,"[250, 132, 70, 342]"
580,222,"[84, 132, 70, 342]"
