total_points,now_cost,indexes
22,154,"[613, 615, 614, 604]"
74,156,"[613, 615, 614, 530]"
111,158,"[615, 614, 531, 530]"
125,159,"[613, 615, 614, 416]"
176,161,"[615, 614, 530, 416]"
177,162,"[613, 614, 530, 416]"
218,164,"[615, 614, 416, 414]"
222,165,"[614, 530, 504, 416]"
228,166,"[615, 614, 416, 272]"
270,167,"[614, 530, 416, 414]"
280,169,"[614, 530, 416, 272]"
287,170,"[531, 530, 416, 414]"
295,171,"[530, 504, 416, 414]"
322,172,"[614, 416, 414, 272]"
353,175,"[530, 416, 414, 272]"
388,180,"[416, 414, 271, 272]"
403,183,"[416, 414, 272, 198]"
427,192,"[416, 414, 272, 50]"
435,197,"[416, 272, 198, 50]"
