total_points,now_cost,indexes
22,193,"[613, 615, 614, 604, 610]"
74,195,"[613, 615, 614, 604, 530]"
112,197,"[613, 615, 614, 531, 530]"
125,198,"[613, 615, 614, 604, 416]"
177,200,"[613, 615, 614, 530, 416]"
214,202,"[615, 614, 531, 530, 416]"
222,203,"[615, 614, 530, 504, 416]"
223,204,"[613, 614, 530, 504, 416]"
270,205,"[615, 614, 530, 416, 414]"
271,206,"[613, 614, 530, 416, 414]"
280,207,"[615, 614, 530, 416, 272]"
308,208,"[614, 531, 530, 416, 414]"
316,209,"[614, 530, 504, 416, 414]"
322,210,"[615, 614, 416, 414, 272]"
326,211,"[614, 530, 504, 416, 272]"
333,212,"[531, 530, 504, 416, 414]"
374,213,"[614, 530, 416, 414, 272]"
391,216,"[531, 530, 416, 414, 272]"
399,217,"[530, 504, 416, 414, 272]"
409,218,"[614, 416, 414, 271, 272]"
440,221,"[530, 416, 414, 271, 272]"
455,224,"[530, 416, 414, 272, 198]"
459,227,"[416, 414, 396, 272, 198]"
463,228,"[416, 414, 271, 272, 208]"
490,229,"[416, 414, 271, 272, 198]"
500,234,"[614, 416, 414, 272, 13]"
531,237,"[530, 416, 414, 272, 13]"
535,240,"[416, 414, 396, 272, 13]"
566,242,"[416, 414, 271, 272, 13]"
581,245,"[416, 414, 272, 198, 13]"
605,254,"[416, 414, 272, 50, 13]"
613,259,"[416, 272, 198, 50, 13]"
