total_points,now_cost,indexes
57,84,"[262, 50]"
96,90,"[262, 93]"
85,90,"[50, 93]"
74,92,"[262, 665]"
63,92,"[50, 665]"
134,94,"[262, 344]"
123,94,"[50, 344]"
113,94,"[262, 358]"
102,94,"[50, 358]"
122,95,"[262, 181]"
111,95,"[50, 181]"
140,97,"[262, 132]"
129,97,"[50, 132]"
102,98,"[93, 665]"
171,99,"[262, 377]"
160,99,"[50, 377]"
162,100,"[93, 344]"
141,100,"[93, 358]"
150,101,"[93, 181]"
140,102,"[665, 344]"
119,102,"[665, 358]"
168,103,"[93, 132]"
128,103,"[665, 181]"
179,104,"[344, 358]"
144,104,"[262, 233]"
133,104,"[50, 233]"
202,105,"[262, 514]"
199,105,"[93, 377]"
191,105,"[50, 514]"
188,105,"[344, 181]"
167,105,"[358, 181]"
146,105,"[665, 132]"
206,107,"[344, 132]"
185,107,"[358, 132]"
177,107,"[665, 377]"
228,108,"[262, 202]"
217,108,"[50, 202]"
194,108,"[181, 132]"
237,109,"[344, 377]"
216,109,"[358, 377]"
225,110,"[181, 377]"
172,110,"[93, 233]"
230,111,"[93, 514]"
243,112,"[132, 377]"
150,112,"[665, 233]"
208,113,"[665, 514]"
256,114,"[93, 202]"
210,114,"[344, 233]"
189,114,"[358, 233]"
268,115,"[344, 514]"
247,115,"[358, 514]"
198,115,"[181, 233]"
256,116,"[181, 514]"
234,116,"[665, 202]"
216,117,"[132, 233]"
294,118,"[344, 202]"
274,118,"[132, 514]"
273,118,"[358, 202]"
282,119,"[181, 202]"
247,119,"[377, 233]"
305,120,"[377, 514]"
300,121,"[132, 202]"
331,123,"[377, 202]"
278,125,"[233, 514]"
304,128,"[233, 202]"
362,129,"[514, 202]"
221,144,"[262, 224]"
210,144,"[50, 224]"
249,150,"[93, 224]"
227,152,"[665, 224]"
287,154,"[344, 224]"
266,154,"[358, 224]"
275,155,"[181, 224]"
293,157,"[132, 224]"
324,159,"[377, 224]"
276,161,"[262, 388]"
265,161,"[50, 388]"
297,164,"[233, 224]"
355,165,"[514, 224]"
304,167,"[93, 388]"
381,168,"[202, 224]"
282,169,"[665, 388]"
342,171,"[344, 388]"
321,171,"[358, 388]"
330,172,"[181, 388]"
348,174,"[132, 388]"
379,176,"[377, 388]"
352,181,"[233, 388]"
410,182,"[514, 388]"
436,185,"[202, 388]"
429,221,"[224, 388]"
