total_points,now_cost,indexes
100,126,"[534, 504, 464]"
184,127,"[534, 504, 70]"
207,131,"[534, 70, 315]"
248,133,"[534, 70, 234]"
277,136,"[534, 70, 468]"
278,140,"[70, 315, 468]"
296,141,"[534, 234, 468]"
319,142,"[70, 234, 468]"
324,150,"[534, 468, 502]"
347,151,"[70, 468, 502]"
366,156,"[234, 468, 502]"
371,161,"[234, 468, 91]"
374,163,"[234, 468, 278]"
385,167,"[70, 234, 313]"
391,169,"[534, 468, 313]"
414,170,"[70, 468, 313]"
433,175,"[234, 468, 313]"
461,184,"[468, 502, 313]"
466,189,"[468, 91, 313]"
469,191,"[468, 278, 313]"
476,199,"[70, 313, 409]"
483,200,"[468, 460, 313]"
495,204,"[234, 313, 409]"
524,207,"[468, 313, 409]"
528,218,"[91, 313, 409]"
531,220,"[278, 313, 409]"
540,224,"[468, 313, 166]"
545,229,"[460, 313, 409]"
547,237,"[278, 313, 166]"
569,245,"[313, 409, 233]"
602,253,"[313, 409, 166]"
613,282,"[313, 166, 11]"
