total_points,now_cost,indexes
1009,562,"[253, 270, 122, 251, 295]"
837,555,"[253, 270, 122, 295, 273]"
830,548,"[253, 270, 251, 295, 273]"
755,538,"[253, 270, 295, 273, 275]"
693,533,"[253, 270, 295, 273, 365]"
688,524,"[253, 270, 295, 273, 13]"
666,516,"[253, 270, 295, 273, 256]"
622,514,"[253, 270, 295, 273, 250]"
601,509,"[253, 270, 295, 273, 248]"
599,505,"[253, 270, 295, 273, 171]"
561,498,"[253, 295, 273, 365, 223]"
548,495,"[253, 295, 273, 365, 13]"
544,490,"[253, 295, 273, 275, 250]"
526,487,"[253, 295, 273, 365, 256]"
482,485,"[253, 295, 273, 365, 250]"
461,480,"[253, 295, 273, 365, 248]"
459,476,"[253, 295, 273, 365, 171]"
456,471,"[253, 295, 273, 13, 248]"
455,468,"[253, 295, 273, 256, 250]"
454,467,"[253, 295, 273, 13, 171]"
436,465,"[270, 295, 273, 365, 248]"
415,464,"[253, 295, 273, 250, 453]"
390,461,"[253, 295, 273, 250, 248]"
388,457,"[253, 295, 273, 250, 171]"
373,454,"[253, 295, 273, 248, 123]"
367,452,"[253, 295, 273, 248, 171]"
365,446,"[253, 295, 273, 171, 165]"
363,442,"[270, 295, 273, 250, 171]"
358,441,"[295, 273, 275, 365, 248]"
348,439,"[270, 295, 273, 248, 123]"
342,437,"[270, 295, 273, 248, 171]"
325,435,"[295, 273, 365, 223, 250]"
312,432,"[295, 273, 365, 13, 250]"
304,430,"[295, 273, 365, 223, 248]"
291,427,"[295, 273, 365, 13, 248]"
290,424,"[295, 273, 365, 256, 250]"
289,423,"[295, 273, 365, 13, 171]"
287,422,"[295, 273, 275, 250, 248]"
250,420,"[295, 273, 365, 250, 453]"
225,417,"[295, 273, 365, 250, 248]"
223,413,"[295, 273, 365, 250, 171]"
208,410,"[295, 273, 365, 248, 123]"
202,408,"[295, 273, 365, 248, 171]"
200,402,"[295, 273, 365, 171, 165]"
198,400,"[295, 273, 256, 250, 248]"
189,399,"[295, 273, 250, 453, 476]"
158,396,"[295, 273, 250, 453, 248]"
156,392,"[295, 273, 250, 453, 171]"
137,391,"[295, 273, 250, 248, 123]"
131,389,"[295, 273, 250, 248, 171]"
129,383,"[295, 273, 250, 171, 165]"
114,382,"[295, 273, 248, 123, 171]"
108,378,"[295, 273, 248, 171, 165]"
106,369,"[295, 273, 171, 165, 469]"
105,362,"[295, 250, 453, 248, 123]"
99,360,"[295, 250, 453, 248, 171]"
78,355,"[295, 250, 248, 123, 171]"
72,351,"[295, 250, 248, 171, 165]"
55,344,"[295, 248, 123, 171, 165]"
53,339,"[295, 248, 171, 165, 586]"
49,337,"[295, 248, 171, 165, 469]"
47,328,"[295, 171, 165, 469, 341]"
31,313,"[250, 248, 123, 171, 165]"
29,308,"[250, 248, 171, 165, 586]"
25,306,"[250, 248, 171, 165, 469]"
12,301,"[248, 123, 171, 165, 586]"
8,299,"[248, 123, 171, 165, 469]"
6,294,"[248, 171, 165, 586, 469]"
2,292,"[248, 171, 165, 469, 341]"
0,278,"[171, 165, 469, 341, 322]"
