total_points,now_cost,indexes
188,152,"[5146, 5470, 4549, 1506]"
222,153,"[5146, 5470, 4549, 1036]"
238,154,"[5146, 5470, 4549, 5211]"
256,155,"[5146, 5470, 4549, 3427]"
260,156,"[5146, 5470, 1036, 3427]"
276,157,"[5146, 5470, 5211, 3427]"
283,158,"[5146, 5470, 3427, 2220]"
292,159,"[5146, 5470, 5211, 5016]"
311,160,"[5146, 5470, 4549, 4297]"
315,161,"[5146, 5470, 1036, 4297]"
331,162,"[5146, 5470, 5211, 4297]"
349,163,"[5146, 5470, 3427, 4297]"
365,165,"[5146, 5470, 5016, 4297]"
370,166,"[5146, 5470, 5201, 4297]"
378,167,"[5146, 5211, 5016, 4297]"
396,168,"[5146, 3427, 5016, 4297]"
401,169,"[5146, 3427, 5201, 4297]"
410,170,"[5146, 5016, 3483, 4297]"
417,171,"[5146, 5016, 5201, 4297]"
425,172,"[3427, 3409, 5016, 4297]"
441,173,"[3427, 5016, 3483, 4297]"
448,174,"[3427, 5016, 5201, 4297]"
454,175,"[5016, 3483, 5562, 4297]"
462,176,"[5016, 3483, 5201, 4297]"
471,177,"[3427, 5016, 4297, 4295]"
476,178,"[3427, 5201, 4297, 4295]"
485,179,"[5016, 3483, 4297, 4295]"
492,180,"[5016, 5201, 4297, 4295]"
493,181,"[5016, 4293, 4297, 4295]"
505,182,"[5016, 4297, 4423, 4295]"
510,183,"[5201, 4297, 4423, 4295]"
512,184,"[5016, 4297, 4295, 5062]"
520,185,"[4297, 4423, 3145, 4295]"
524,186,"[5016, 4297, 4295, 4294]"
530,187,"[4297, 4423, 4295, 5062]"
542,189,"[4297, 4423, 4295, 4294]"
543,190,"[5016, 4297, 4423, 5200]"
553,191,"[5016, 4297, 4295, 5200]"
558,192,"[5201, 4297, 4295, 5200]"
559,193,"[4293, 4297, 4295, 5200]"
571,194,"[4297, 4423, 4295, 5200]"
572,195,"[5201, 4297, 4295, 3245]"
578,196,"[4297, 4295, 5062, 5200]"
585,197,"[4297, 4423, 4295, 3245]"
590,198,"[4297, 4295, 4294, 5200]"
592,199,"[4297, 4295, 5062, 3245]"
594,200,"[4297, 4423, 4294, 3245]"
604,201,"[4297, 4295, 4294, 3245]"
606,202,"[4297, 4295, 3484, 5200]"
610,203,"[5201, 4297, 5200, 3245]"
611,204,"[4293, 4297, 5200, 3245]"
623,205,"[4297, 4423, 5200, 3245]"
633,206,"[4297, 4295, 5200, 3245]"
642,209,"[4297, 4294, 5200, 3245]"
646,212,"[4297, 3221, 5200, 3245]"
658,213,"[4297, 3484, 5200, 3245]"
661,215,"[4297, 4295, 5200, 3247]"
665,217,"[4297, 4423, 3245, 3247]"
675,218,"[4297, 4295, 3245, 3247]"
684,221,"[4297, 4294, 3245, 3247]"
686,222,"[4297, 3484, 5200, 3247]"
688,224,"[4297, 3221, 3245, 3247]"
700,225,"[4297, 3484, 3245, 3247]"
713,226,"[4297, 5200, 3245, 3247]"
715,233,"[3221, 5200, 3245, 3247]"
727,234,"[3484, 5200, 3245, 3247]"
736,235,"[4297, 5200, 3247, 3246]"
750,238,"[4297, 3245, 3247, 3246]"
752,245,"[3221, 3245, 3247, 3246]"
764,246,"[3484, 3245, 3247, 3246]"
777,247,"[5200, 3245, 3247, 3246]"
783,255,"[3245, 3268, 3247, 3246]"
784,257,"[3245, 4183, 3247, 3246]"
787,262,"[3245, 3247, 3246, 4181]"
789,265,"[3484, 3247, 3246, 4182]"
802,266,"[5200, 3247, 3246, 4182]"
816,269,"[3245, 3247, 3246, 4182]"
