total_points,now_cost,indexes
167,114,"[5146, 5470, 4549]"
171,115,"[5146, 5470, 1036]"
187,116,"[5146, 5470, 5211]"
205,117,"[5146, 5470, 3427]"
221,119,"[5146, 5470, 5016]"
226,120,"[5146, 5470, 5201]"
234,121,"[5146, 5211, 5016]"
260,122,"[5146, 5470, 4297]"
273,124,"[5146, 5211, 4297]"
291,125,"[5146, 3427, 4297]"
307,127,"[5146, 5016, 4297]"
312,128,"[5146, 5201, 4297]"
320,129,"[5211, 5016, 4297]"
338,130,"[3427, 5016, 4297]"
343,131,"[3427, 5201, 4297]"
352,132,"[5016, 3483, 4297]"
359,133,"[5016, 5201, 4297]"
366,134,"[3427, 4297, 4295]"
372,135,"[5016, 4297, 4423]"
382,136,"[5016, 4297, 4295]"
387,137,"[5201, 4297, 4295]"
388,138,"[4293, 4297, 4295]"
400,139,"[4297, 4423, 4295]"
407,141,"[4297, 4295, 5062]"
409,142,"[4297, 4423, 4294]"
419,143,"[4297, 4295, 4294]"
420,144,"[5016, 4297, 5200]"
425,145,"[5201, 4297, 5200]"
426,146,"[4293, 4297, 5200]"
438,147,"[4297, 4423, 5200]"
448,148,"[4297, 4295, 5200]"
452,150,"[4297, 4423, 3245]"
462,151,"[4297, 4295, 3245]"
471,154,"[4297, 4294, 3245]"
473,155,"[4297, 3484, 5200]"
475,157,"[4297, 3221, 3245]"
487,158,"[4297, 3484, 3245]"
500,159,"[4297, 5200, 3245]"
503,166,"[4297, 3221, 3247]"
515,167,"[4297, 3484, 3247]"
528,168,"[4297, 5200, 3247]"
542,171,"[4297, 3245, 3247]"
544,178,"[3221, 3245, 3247]"
556,179,"[3484, 3245, 3247]"
569,180,"[5200, 3245, 3247]"
579,188,"[3484, 3247, 3246]"
592,189,"[5200, 3247, 3246]"
606,192,"[3245, 3247, 3246]"
608,202,"[3245, 3247, 4182]"
631,211,"[3247, 3246, 4182]"
