total_points,now_cost,indexes
73,152,"[362, 506, 686, 690]"
114,153,"[362, 506, 686, 36]"
126,154,"[362, 506, 36, 365]"
131,155,"[362, 506, 36, 322]"
151,156,"[362, 506, 36, 495]"
168,157,"[362, 506, 36, 413]"
180,158,"[362, 506, 36, 11]"
191,159,"[362, 506, 36, 56]"
201,160,"[362, 36, 495, 413]"
216,161,"[362, 36, 413, 346]"
230,162,"[362, 36, 413, 11]"
241,163,"[362, 36, 413, 56]"
253,164,"[362, 36, 11, 56]"
264,165,"[36, 413, 346, 452]"
278,166,"[36, 413, 346, 11]"
289,167,"[36, 413, 346, 56]"
303,168,"[36, 413, 11, 56]"
314,170,"[36, 11, 56, 358]"
324,171,"[36, 413, 56, 34]"
336,172,"[36, 11, 56, 34]"
345,174,"[36, 11, 34, 321]"
356,175,"[36, 56, 34, 321]"
363,176,"[36, 11, 56, 436]"
365,177,"[36, 56, 34, 32]"
374,178,"[36, 56, 34, 278]"
384,179,"[36, 56, 34, 436]"
393,181,"[36, 34, 321, 436]"
402,182,"[11, 56, 34, 278]"
412,183,"[11, 56, 34, 436]"
413,184,"[56, 34, 321, 32]"
422,185,"[56, 34, 321, 278]"
432,186,"[56, 34, 321, 436]"
441,188,"[56, 34, 32, 436]"
450,189,"[56, 34, 278, 436]"
459,191,"[34, 321, 278, 436]"
463,192,"[56, 34, 436, 33]"
468,193,"[34, 32, 278, 436]"
472,194,"[34, 321, 436, 33]"
480,195,"[56, 278, 436, 33]"
481,196,"[34, 32, 436, 33]"
490,197,"[34, 278, 436, 33]"
498,199,"[32, 278, 436, 33]"
499,201,"[278, 436, 58, 33]"
504,202,"[32, 436, 33, 359]"
513,203,"[278, 436, 33, 359]"
519,207,"[278, 436, 33, 126]"
526,209,"[34, 278, 436, 77]"
529,210,"[56, 436, 33, 77]"
534,211,"[32, 278, 436, 77]"
539,212,"[34, 436, 33, 77]"
547,214,"[32, 436, 33, 77]"
556,215,"[278, 436, 33, 77]"
564,218,"[278, 436, 33, 78]"
570,221,"[436, 33, 359, 78]"
576,225,"[436, 33, 126, 78]"
583,227,"[34, 436, 77, 78]"
591,229,"[32, 436, 77, 78]"
600,230,"[278, 436, 77, 78]"
603,232,"[278, 33, 77, 78]"
613,233,"[436, 33, 77, 78]"
620,238,"[436, 33, 78, 561]"
621,243,"[436, 384, 77, 78]"
622,244,"[33, 126, 78, 561]"
624,245,"[33, 384, 77, 78]"
629,246,"[34, 77, 78, 561]"
637,248,"[32, 77, 78, 561]"
646,249,"[278, 77, 78, 561]"
656,250,"[436, 77, 78, 561]"
659,252,"[33, 77, 78, 561]"
660,258,"[125, 77, 78, 561]"
667,262,"[384, 77, 78, 561]"
