total_points,now_cost,indexes
562,341,"[813, 819, 561, 798, 797]"
487,339,"[813, 819, 798, 797, 795]"
446,337,"[813, 819, 798, 797, 775]"
443,336,"[813, 819, 798, 797, 766]"
424,335,"[813, 819, 798, 775, 767]"
417,334,"[813, 819, 798, 775, 766]"
399,333,"[813, 798, 797, 775, 767]"
392,332,"[813, 798, 797, 775, 766]"
391,331,"[813, 798, 797, 766, 764]"
370,330,"[813, 798, 775, 767, 766]"
365,329,"[813, 798, 775, 766, 764]"
350,328,"[798, 797, 775, 767, 766]"
345,327,"[798, 797, 775, 766, 764]"
323,325,"[798, 775, 767, 766, 764]"
311,322,"[798, 775, 767, 766, 731]"
306,321,"[798, 775, 766, 764, 731]"
304,320,"[775, 767, 766, 764, 741]"
292,319,"[798, 797, 775, 767, 80]"
285,318,"[798, 797, 775, 766, 80]"
284,317,"[798, 797, 766, 764, 80]"
263,316,"[798, 775, 767, 766, 80]"
258,315,"[798, 775, 766, 764, 80]"
244,313,"[775, 767, 766, 764, 80]"
232,310,"[775, 767, 766, 731, 80]"
227,309,"[775, 766, 764, 731, 80]"
221,307,"[798, 775, 766, 76, 80]"
205,306,"[798, 775, 767, 80, 225]"
198,305,"[798, 775, 766, 80, 225]"
197,304,"[798, 766, 764, 80, 225]"
184,303,"[775, 767, 766, 80, 225]"
179,302,"[775, 766, 764, 80, 225]"
174,300,"[775, 767, 731, 80, 225]"
167,299,"[775, 766, 731, 80, 225]"
166,298,"[766, 764, 731, 80, 225]"
163,297,"[798, 775, 76, 80, 225]"
160,296,"[798, 766, 76, 80, 225]"
149,295,"[775, 767, 76, 80, 225]"
142,294,"[775, 766, 76, 80, 225]"
141,293,"[766, 764, 76, 80, 225]"
132,291,"[775, 731, 76, 80, 225]"
129,290,"[766, 731, 76, 80, 225]"
128,289,"[775, 767, 80, 225, 652]"
121,288,"[775, 766, 80, 225, 652]"
120,287,"[766, 764, 80, 225, 652]"
119,286,"[775, 766, 80, 225, 195]"
111,285,"[775, 731, 80, 225, 652]"
108,284,"[766, 731, 80, 225, 652]"
99,283,"[775, 76, 80, 225, 79]"
96,282,"[766, 76, 80, 225, 79]"
86,280,"[775, 76, 80, 225, 652]"
83,279,"[766, 76, 80, 225, 652]"
78,277,"[775, 80, 225, 79, 652]"
73,276,"[731, 76, 80, 225, 652]"
71,274,"[731, 76, 80, 225, 195]"
65,273,"[731, 80, 225, 79, 652]"
63,272,"[775, 80, 225, 652, 195]"
60,271,"[766, 80, 225, 652, 195]"
59,270,"[76, 80, 225, 79, 75]"
40,268,"[76, 80, 225, 79, 652]"
38,266,"[76, 80, 225, 79, 195]"
25,263,"[76, 80, 225, 652, 195]"
24,261,"[76, 80, 225, 195, 4]"
17,260,"[80, 225, 79, 652, 195]"
16,258,"[80, 225, 79, 195, 4]"
3,255,"[80, 225, 652, 195, 4]"
2,252,"[80, 225, 652, 195, 568]"
1,250,"[80, 225, 195, 4, 568]"
0,247,"[80, 225, 195, 568, 607]"
