total_points,now_cost,indexes
25,118,"[665, 132, 202]"
71,119,"[665, 132, 514]"
93,120,"[665, 132, 377]"
106,121,"[93, 665, 514]"
139,122,"[665, 377, 514]"
149,124,"[93, 377, 514]"
169,125,"[262, 665, 377]"
190,127,"[262, 377, 514]"
209,130,"[50, 665, 514]"
231,131,"[50, 665, 377]"
252,133,"[50, 377, 514]"
260,135,"[262, 50, 514]"
282,136,"[262, 50, 377]"
298,148,"[50, 377, 164]"
306,150,"[262, 50, 164]"
313,153,"[262, 50, 590]"
329,165,"[50, 590, 164]"
337,176,"[50, 539, 377]"
345,178,"[262, 50, 539]"
361,190,"[50, 539, 164]"
368,193,"[50, 539, 590]"
