total_points,now_cost,indexes
110,211,"[22, 20, 25, 102, 72]"
160,212,"[22, 20, 25, 72, 285]"
207,213,"[22, 20, 72, 285, 294]"
251,214,"[22, 20, 72, 285, 413]"
283,215,"[22, 72, 285, 294, 413]"
315,216,"[22, 72, 285, 413, 364]"
332,217,"[22, 72, 413, 364, 363]"
349,218,"[72, 285, 413, 364, 363]"
358,219,"[22, 72, 413, 364, 264]"
375,220,"[72, 285, 413, 364, 264]"
392,221,"[72, 413, 364, 363, 264]"
396,222,"[72, 413, 364, 215, 264]"
401,223,"[413, 364, 363, 215, 264]"
407,224,"[72, 413, 364, 363, 420]"
411,225,"[72, 413, 364, 215, 420]"
433,226,"[72, 413, 364, 264, 420]"
438,227,"[413, 364, 363, 264, 420]"
442,228,"[413, 364, 215, 264, 420]"
444,230,"[413, 364, 215, 264, 70]"
451,231,"[72, 413, 264, 420, 386]"
468,232,"[413, 364, 264, 420, 386]"
472,233,"[413, 364, 264, 420, 408]"
481,234,"[413, 364, 264, 420, 70]"
489,237,"[413, 364, 264, 420, 345]"
490,238,"[413, 264, 420, 386, 408]"
499,239,"[413, 264, 420, 386, 70]"
503,240,"[413, 264, 420, 408, 70]"
507,242,"[413, 264, 420, 386, 345]"
511,243,"[413, 264, 420, 408, 345]"
520,244,"[413, 264, 420, 70, 345]"
524,247,"[413, 420, 386, 70, 345]"
528,248,"[413, 420, 408, 70, 345]"
530,250,"[264, 420, 408, 70, 345]"
536,252,"[413, 420, 70, 345, 234]"
538,254,"[264, 420, 70, 345, 234]"
542,257,"[420, 386, 70, 345, 234]"
546,258,"[420, 408, 70, 345, 234]"
556,262,"[413, 264, 420, 386, 268]"
560,263,"[413, 264, 420, 408, 268]"
569,264,"[413, 264, 420, 70, 268]"
577,267,"[413, 264, 420, 345, 268]"
579,269,"[413, 264, 70, 345, 268]"
581,270,"[413, 420, 386, 345, 268]"
585,271,"[413, 420, 408, 345, 268]"
594,272,"[413, 420, 70, 345, 268]"
596,274,"[264, 420, 70, 345, 268]"
600,277,"[420, 386, 70, 345, 268]"
604,278,"[420, 408, 70, 345, 268]"
612,282,"[420, 70, 345, 234, 268]"
613,290,"[420, 408, 345, 266, 268]"
622,291,"[420, 70, 345, 266, 268]"
628,294,"[413, 420, 70, 268, 156]"
630,296,"[264, 420, 70, 268, 156]"
636,297,"[413, 420, 345, 268, 156]"
638,299,"[413, 70, 345, 268, 156]"
640,301,"[264, 70, 345, 268, 156]"
642,302,"[420, 386, 345, 268, 156]"
646,303,"[420, 408, 345, 268, 156]"
655,304,"[420, 70, 345, 268, 156]"
656,309,"[70, 345, 234, 268, 156]"
664,316,"[420, 345, 266, 268, 156]"
668,317,"[413, 420, 70, 268, 186]"
670,319,"[264, 420, 70, 268, 186]"
676,320,"[413, 420, 345, 268, 186]"
678,322,"[413, 70, 345, 268, 186]"
680,324,"[264, 70, 345, 268, 186]"
682,325,"[420, 386, 345, 268, 186]"
686,326,"[420, 408, 345, 268, 186]"
695,327,"[420, 70, 345, 268, 186]"
696,332,"[70, 345, 234, 268, 186]"
704,339,"[420, 345, 266, 268, 186]"
706,341,"[70, 345, 266, 268, 186]"
710,342,"[413, 420, 268, 156, 186]"
712,344,"[413, 70, 268, 156, 186]"
714,346,"[264, 70, 268, 156, 186]"
720,347,"[413, 345, 268, 156, 186]"
729,349,"[420, 70, 268, 156, 186]"
737,352,"[420, 345, 268, 156, 186]"
739,354,"[70, 345, 268, 156, 186]"
740,363,"[70, 266, 268, 156, 186]"
748,366,"[345, 266, 268, 156, 186]"
749,370,"[413, 268, 156, 270, 186]"
756,372,"[420, 268, 45, 156, 186]"
757,373,"[345, 183, 268, 156, 186]"
758,374,"[70, 268, 45, 156, 186]"
766,375,"[420, 268, 156, 270, 186]"
768,377,"[70, 268, 156, 270, 186]"
776,380,"[345, 268, 156, 270, 186]"
780,389,"[345, 268, 156, 99, 186]"
786,396,"[183, 268, 156, 270, 186]"
795,400,"[268, 45, 156, 270, 186]"
799,409,"[268, 45, 156, 99, 186]"
809,412,"[268, 156, 270, 99, 186]"
