cost,points_total,indexes
1046,1198,"[388, 254, 272, 251, 4, 302, 259, 255, 250, 155, 278]"
1045,1178,"[388, 254, 272, 251, 4, 302, 259, 255, 250, 155, 252]"
1039,1166,"[388, 254, 272, 251, 4, 302, 259, 255, 250, 155, 217]"
1038,1129,"[388, 254, 272, 251, 4, 302, 259, 255, 250, 155, 291]"
1037,1082,"[388, 254, 272, 251, 4, 302, 259, 255, 250, 155, 305]"
1034,1038,"[388, 254, 272, 251, 4, 302, 259, 255, 250, 155, 289]"
1045,1179,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 270, 278]"
1044,1159,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 270, 252]"
1038,1147,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 270, 217]"
1037,1110,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 270, 291]"
1036,1063,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 270, 305]"
1033,1019,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 270, 289]"
1044,1116,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 280, 278]"
1043,1096,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 280, 252]"
1037,1084,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 280, 217]"
1036,1047,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 280, 291]"
1035,1000,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 280, 305]"
1032,956,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 280, 289]"
1043,1041,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 226, 278]"
1042,1021,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 226, 252]"
1036,1009,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 226, 217]"
1035,972,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 226, 291]"
1034,925,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 226, 305]"
1031,881,"[388, 254, 272, 251, 4, 302, 259, 255, 155, 226, 289]"
1041,1008,"[388, 254, 272, 251, 4, 302, 259, 255, 280, 226, 278]"
1040,988,"[388, 254, 272, 251, 4, 302, 259, 255, 280, 226, 252]"
1034,976,"[388, 254, 272, 251, 4, 302, 259, 255, 280, 226, 217]"
1033,939,"[388, 254, 272, 251, 4, 302, 259, 255, 280, 226, 291]"
1032,892,"[388, 254, 272, 251, 4, 302, 259, 255, 280, 226, 305]"
1029,848,"[388, 254, 272, 251, 4, 302, 259, 255, 280, 226, 289]"
1037,982,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 457, 278]"
1036,962,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 457, 252]"
1030,950,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 457, 217]"
1029,913,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 457, 291]"
1028,866,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 457, 305]"
1025,822,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 457, 289]"
1035,914,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 462, 278]"
1034,894,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 462, 252]"
1028,882,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 462, 217]"
1027,845,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 462, 291]"
1026,798,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 462, 305]"
1023,754,"[388, 254, 272, 251, 4, 302, 259, 255, 226, 462, 289]"
1028,910,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 260, 278]"
1027,890,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 260, 252]"
1021,878,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 260, 217]"
1020,841,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 260, 291]"
1019,794,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 260, 305]"
1016,750,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 260, 289]"
1026,898,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 7, 278]"
1025,878,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 7, 252]"
1019,866,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 7, 217]"
1018,829,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 7, 291]"
1017,782,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 7, 305]"
1014,738,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 7, 289]"
1025,896,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 292, 278]"
1024,876,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 292, 252]"
1018,864,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 292, 217]"
1017,827,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 292, 291]"
1016,780,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 292, 305]"
1013,736,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 292, 289]"
1018,895,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 31, 278]"
1017,875,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 31, 252]"
1011,863,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 31, 217]"
1010,826,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 31, 291]"
1009,779,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 31, 305]"
1006,735,"[388, 254, 272, 251, 4, 302, 259, 255, 462, 31, 289]"
1002,889,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 292, 278]"
1001,869,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 292, 252]"
995,857,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 292, 217]"
994,820,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 292, 291]"
993,773,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 292, 305]"
990,729,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 292, 289]"
995,888,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 31, 278]"
994,868,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 31, 252]"
988,856,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 31, 217]"
987,819,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 31, 291]"
986,772,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 31, 305]"
983,728,"[388, 254, 272, 251, 4, 302, 259, 462, 7, 31, 289]"
994,886,"[388, 254, 272, 251, 4, 302, 259, 462, 292, 31, 278]"
993,866,"[388, 254, 272, 251, 4, 302, 259, 462, 292, 31, 252]"
987,854,"[388, 254, 272, 251, 4, 302, 259, 462, 292, 31, 217]"
986,817,"[388, 254, 272, 251, 4, 302, 259, 462, 292, 31, 291]"
985,770,"[388, 254, 272, 251, 4, 302, 259, 462, 292, 31, 305]"
982,726,"[388, 254, 272, 251, 4, 302, 259, 462, 292, 31, 289]"
985,885,"[388, 254, 272, 251, 4, 302, 259, 462, 31, 598, 278]"
984,865,"[388, 254, 272, 251, 4, 302, 259, 462, 31, 598, 252]"
978,853,"[388, 254, 272, 251, 4, 302, 259, 462, 31, 598, 217]"
977,816,"[388, 254, 272, 251, 4, 302, 259, 462, 31, 598, 291]"
976,769,"[388, 254, 272, 251, 4, 302, 259, 462, 31, 598, 305]"
973,725,"[388, 254, 272, 251, 4, 302, 259, 462, 31, 598, 289]"
966,879,"[388, 254, 272, 251, 4, 302, 462, 7, 292, 31, 278]"
965,859,"[388, 254, 272, 251, 4, 302, 462, 7, 292, 31, 252]"
959,847,"[388, 254, 272, 251, 4, 302, 462, 7, 292, 31, 217]"
958,810,"[388, 254, 272, 251, 4, 302, 462, 7, 292, 31, 291]"
957,763,"[388, 254, 272, 251, 4, 302, 462, 7, 292, 31, 305]"
954,719,"[388, 254, 272, 251, 4, 302, 462, 7, 292, 31, 289]"
957,878,"[388, 254, 272, 251, 4, 302, 462, 7, 31, 598, 278]"
956,858,"[388, 254, 272, 251, 4, 302, 462, 7, 31, 598, 252]"
950,846,"[388, 254, 272, 251, 4, 302, 462, 7, 31, 598, 217]"
949,809,"[388, 254, 272, 251, 4, 302, 462, 7, 31, 598, 291]"
948,762,"[388, 254, 272, 251, 4, 302, 462, 7, 31, 598, 305]"
945,718,"[388, 254, 272, 251, 4, 302, 462, 7, 31, 598, 289]"
956,876,"[388, 254, 272, 251, 4, 302, 462, 292, 31, 598, 278]"
955,856,"[388, 254, 272, 251, 4, 302, 462, 292, 31, 598, 252]"
949,844,"[388, 254, 272, 251, 4, 302, 462, 292, 31, 598, 217]"
948,807,"[388, 254, 272, 251, 4, 302, 462, 292, 31, 598, 291]"
947,760,"[388, 254, 272, 251, 4, 302, 462, 292, 31, 598, 305]"
944,716,"[388, 254, 272, 251, 4, 302, 462, 292, 31, 598, 289]"
1037,1196,"[388, 254, 272, 4, 302, 276, 259, 255, 250, 155, 278]"
1036,1176,"[388, 254, 272, 4, 302, 276, 259, 255, 250, 155, 252]"
1030,1164,"[388, 254, 272, 4, 302, 276, 259, 255, 250, 155, 217]"
1029,1127,"[388, 254, 272, 4, 302, 276, 259, 255, 250, 155, 291]"
1028,1080,"[388, 254, 272, 4, 302, 276, 259, 255, 250, 155, 305]"
1025,1036,"[388, 254, 272, 4, 302, 276, 259, 255, 250, 155, 289]"
1036,1177,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 270, 278]"
1035,1157,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 270, 252]"
1029,1145,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 270, 217]"
1028,1108,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 270, 291]"
1027,1061,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 270, 305]"
1024,1017,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 270, 289]"
1035,1114,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 280, 278]"
1034,1094,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 280, 252]"
1028,1082,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 280, 217]"
1027,1045,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 280, 291]"
1026,998,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 280, 305]"
1023,954,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 280, 289]"
1034,1039,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 226, 278]"
1033,1019,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 226, 252]"
1027,1007,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 226, 217]"
1026,970,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 226, 291]"
1025,923,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 226, 305]"
1022,879,"[388, 254, 272, 4, 302, 276, 259, 255, 155, 226, 289]"
1032,1006,"[388, 254, 272, 4, 302, 276, 259, 255, 280, 226, 278]"
1031,986,"[388, 254, 272, 4, 302, 276, 259, 255, 280, 226, 252]"
1025,974,"[388, 254, 272, 4, 302, 276, 259, 255, 280, 226, 217]"
1024,937,"[388, 254, 272, 4, 302, 276, 259, 255, 280, 226, 291]"
1023,890,"[388, 254, 272, 4, 302, 276, 259, 255, 280, 226, 305]"
1020,846,"[388, 254, 272, 4, 302, 276, 259, 255, 280, 226, 289]"
1028,980,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 457, 278]"
1027,960,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 457, 252]"
1021,948,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 457, 217]"
1020,911,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 457, 291]"
1019,864,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 457, 305]"
1016,820,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 457, 289]"
1026,912,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 462, 278]"
1025,892,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 462, 252]"
1019,880,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 462, 217]"
1018,843,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 462, 291]"
1017,796,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 462, 305]"
1014,752,"[388, 254, 272, 4, 302, 276, 259, 255, 226, 462, 289]"
1019,908,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 260, 278]"
1018,888,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 260, 252]"
1012,876,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 260, 217]"
1011,839,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 260, 291]"
1010,792,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 260, 305]"
1007,748,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 260, 289]"
1017,896,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 7, 278]"
1016,876,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 7, 252]"
1010,864,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 7, 217]"
1009,827,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 7, 291]"
1008,780,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 7, 305]"
1005,736,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 7, 289]"
1016,894,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 292, 278]"
1015,874,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 292, 252]"
1009,862,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 292, 217]"
1008,825,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 292, 291]"
1007,778,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 292, 305]"
1004,734,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 292, 289]"
1009,893,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 31, 278]"
1008,873,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 31, 252]"
1002,861,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 31, 217]"
1001,824,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 31, 291]"
1000,777,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 31, 305]"
997,733,"[388, 254, 272, 4, 302, 276, 259, 255, 462, 31, 289]"
993,887,"[388, 254, 272, 4, 302, 276, 259, 462, 7, 292, 278]"
992,867,"[388, 254, 272, 4, 302, 276, 259, 462, 7, 292, 252]"
986,855,"[388, 254, 272, 4, 302, 276, 259, 462, 7, 292, 217]"
