cost,points_total,indexes
994,1280,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 270, 278]"
993,1260,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 270, 252]"
987,1248,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 270, 217]"
986,1211,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 270, 291]"
985,1164,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 270, 305]"
982,1120,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 270, 289]"
993,1217,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 280, 278]"
992,1197,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 280, 252]"
986,1185,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 280, 217]"
985,1148,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 280, 291]"
984,1101,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 280, 305]"
981,1057,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 280, 289]"
992,1142,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 226, 278]"
991,1122,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 226, 252]"
985,1110,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 226, 217]"
984,1073,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 226, 291]"
983,1026,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 226, 305]"
980,982,"[388, 254, 272, 251, 4, 259, 255, 250, 155, 226, 289]"
991,1123,"[388, 254, 272, 251, 4, 259, 255, 155, 270, 226, 278]"
990,1103,"[388, 254, 272, 251, 4, 259, 255, 155, 270, 226, 252]"
984,1091,"[388, 254, 272, 251, 4, 259, 255, 155, 270, 226, 217]"
983,1054,"[388, 254, 272, 251, 4, 259, 255, 155, 270, 226, 291]"
982,1007,"[388, 254, 272, 251, 4, 259, 255, 155, 270, 226, 305]"
979,963,"[388, 254, 272, 251, 4, 259, 255, 155, 270, 226, 289]"
990,1060,"[388, 254, 272, 251, 4, 259, 255, 155, 280, 226, 278]"
989,1040,"[388, 254, 272, 251, 4, 259, 255, 155, 280, 226, 252]"
983,1028,"[388, 254, 272, 251, 4, 259, 255, 155, 280, 226, 217]"
982,991,"[388, 254, 272, 251, 4, 259, 255, 155, 280, 226, 291]"
981,944,"[388, 254, 272, 251, 4, 259, 255, 155, 280, 226, 305]"
978,900,"[388, 254, 272, 251, 4, 259, 255, 155, 280, 226, 289]"
986,1034,"[388, 254, 272, 251, 4, 259, 255, 155, 226, 457, 278]"
985,1014,"[388, 254, 272, 251, 4, 259, 255, 155, 226, 457, 252]"
979,1002,"[388, 254, 272, 251, 4, 259, 255, 155, 226, 457, 217]"
978,965,"[388, 254, 272, 251, 4, 259, 255, 155, 226, 457, 291]"
