cost,points_total,indexes
944,690,"[388, 268, 224, 254, 272, 251, 462, 7, 292, 31, 252]"
938,678,"[388, 268, 224, 254, 272, 251, 462, 7, 292, 31, 217]"
937,641,"[388, 268, 224, 254, 272, 251, 462, 7, 292, 31, 291]"
936,594,"[388, 268, 224, 254, 272, 251, 462, 7, 292, 31, 305]"
933,550,"[388, 268, 224, 254, 272, 251, 462, 7, 292, 31, 289]"
936,709,"[388, 268, 224, 254, 272, 251, 462, 7, 31, 598, 278]"
935,689,"[388, 268, 224, 254, 272, 251, 462, 7, 31, 598, 252]"
929,677,"[388, 268, 224, 254, 272, 251, 462, 7, 31, 598, 217]"
928,640,"[388, 268, 224, 254, 272, 251, 462, 7, 31, 598, 291]"
927,593,"[388, 268, 224, 254, 272, 251, 462, 7, 31, 598, 305]"
924,549,"[388, 268, 224, 254, 272, 251, 462, 7, 31, 598, 289]"
935,707,"[388, 268, 224, 254, 272, 251, 462, 292, 31, 598, 278]"
934,687,"[388, 268, 224, 254, 272, 251, 462, 292, 31, 598, 252]"
928,675,"[388, 268, 224, 254, 272, 251, 462, 292, 31, 598, 217]"
927,638,"[388, 268, 224, 254, 272, 251, 462, 292, 31, 598, 291]"
926,591,"[388, 268, 224, 254, 272, 251, 462, 292, 31, 598, 305]"
923,547,"[388, 268, 224, 254, 272, 251, 462, 292, 31, 598, 289]"
1020,1020,"[388, 268, 224, 254, 272, 4, 259, 255, 250, 155, 278]"
1019,1000,"[388, 268, 224, 254, 272, 4, 259, 255, 250, 155, 252]"
1013,988,"[388, 268, 224, 254, 272, 4, 259, 255, 250, 155, 217]"
1012,951,"[388, 268, 224, 254, 272, 4, 259, 255, 250, 155, 291]"
1011,904,"[388, 268, 224, 254, 272, 4, 259, 255, 250, 155, 305]"
1008,860,"[388, 268, 224, 254, 272, 4, 259, 255, 250, 155, 289]"
1019,1001,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 270, 278]"
1018,981,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 270, 252]"
1012,969,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 270, 217]"
1011,932,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 270, 291]"
1010,885,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 270, 305]"
1007,841,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 270, 289]"
1018,938,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 280, 278]"
1017,918,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 280, 252]"
1011,906,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 280, 217]"
1010,869,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 280, 291]"
1009,822,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 280, 305]"
1006,778,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 280, 289]"
1017,863,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 226, 278]"
1016,843,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 226, 252]"
1010,831,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 226, 217]"
1009,794,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 226, 291]"
1008,747,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 226, 305]"
1005,703,"[388, 268, 224, 254, 272, 4, 259, 255, 155, 226, 289]"
1015,830,"[388, 268, 224, 254, 272, 4, 259, 255, 280, 226, 278]"
1014,810,"[388, 268, 224, 254, 272, 4, 259, 255, 280, 226, 252]"
1008,798,"[388, 268, 224, 254, 272, 4, 259, 255, 280, 226, 217]"
1007,761,"[388, 268, 224, 254, 272, 4, 259, 255, 280, 226, 291]"
1006,714,"[388, 268, 224, 254, 272, 4, 259, 255, 280, 226, 305]"
1003,670,"[388, 268, 224, 254, 272, 4, 259, 255, 280, 226, 289]"
1011,804,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 457, 278]"
1010,784,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 457, 252]"
1004,772,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 457, 217]"
1003,735,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 457, 291]"
1002,688,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 457, 305]"
999,644,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 457, 289]"
1009,736,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 462, 278]"
1008,716,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 462, 252]"
1002,704,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 462, 217]"
1001,667,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 462, 291]"
1000,620,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 462, 305]"
997,576,"[388, 268, 224, 254, 272, 4, 259, 255, 226, 462, 289]"
1002,732,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 260, 278]"
1001,712,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 260, 252]"
995,700,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 260, 217]"
994,663,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 260, 291]"
993,616,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 260, 305]"
990,572,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 260, 289]"
1000,720,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 7, 278]"
999,700,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 7, 252]"
993,688,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 7, 217]"
992,651,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 7, 291]"
991,604,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 7, 305]"
988,560,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 7, 289]"
999,718,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 292, 278]"
998,698,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 292, 252]"
992,686,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 292, 217]"
991,649,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 292, 291]"
990,602,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 292, 305]"
987,558,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 292, 289]"
992,717,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 31, 278]"
991,697,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 31, 252]"
985,685,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 31, 217]"
984,648,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 31, 291]"
983,601,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 31, 305]"
980,557,"[388, 268, 224, 254, 272, 4, 259, 255, 462, 31, 289]"
976,711,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 292, 278]"
975,691,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 292, 252]"
969,679,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 292, 217]"
968,642,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 292, 291]"
967,595,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 292, 305]"
964,551,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 292, 289]"
969,710,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 31, 278]"
968,690,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 31, 252]"
962,678,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 31, 217]"
961,641,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 31, 291]"
960,594,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 31, 305]"
957,550,"[388, 268, 224, 254, 272, 4, 259, 462, 7, 31, 289]"
968,708,"[388, 268, 224, 254, 272, 4, 259, 462, 292, 31, 278]"
967,688,"[388, 268, 224, 254, 272, 4, 259, 462, 292, 31, 252]"
961,676,"[388, 268, 224, 254, 272, 4, 259, 462, 292, 31, 217]"
960,639,"[388, 268, 224, 254, 272, 4, 259, 462, 292, 31, 291]"
959,592,"[388, 268, 224, 254, 272, 4, 259, 462, 292, 31, 305]"
956,548,"[388, 268, 224, 254, 272, 4, 259, 462, 292, 31, 289]"
959,707,"[388, 268, 224, 254, 272, 4, 259, 462, 31, 598, 278]"
958,687,"[388, 268, 224, 254, 272, 4, 259, 462, 31, 598, 252]"
952,675,"[388, 268, 224, 254, 272, 4, 259, 462, 31, 598, 217]"
951,638,"[388, 268, 224, 254, 272, 4, 259, 462, 31, 598, 291]"
950,591,"[388, 268, 224, 254, 272, 4, 259, 462, 31, 598, 305]"
947,547,"[388, 268, 224, 254, 272, 4, 259, 462, 31, 598, 289]"
940,701,"[388, 268, 224, 254, 272, 4, 462, 7, 292, 31, 278]"
939,681,"[388, 268, 224, 254, 272, 4, 462, 7, 292, 31, 252]"
933,669,"[388, 268, 224, 254, 272, 4, 462, 7, 292, 31, 217]"
932,632,"[388, 268, 224, 254, 272, 4, 462, 7, 292, 31, 291]"
931,585,"[388, 268, 224, 254, 272, 4, 462, 7, 292, 31, 305]"
928,541,"[388, 268, 224, 254, 272, 4, 462, 7, 292, 31, 289]"
931,700,"[388, 268, 224, 254, 272, 4, 462, 7, 31, 598, 278]"
930,680,"[388, 268, 224, 254, 272, 4, 462, 7, 31, 598, 252]"
924,668,"[388, 268, 224, 254, 272, 4, 462, 7, 31, 598, 217]"
923,631,"[388, 268, 224, 254, 272, 4, 462, 7, 31, 598, 291]"
922,584,"[388, 268, 224, 254, 272, 4, 462, 7, 31, 598, 305]"
919,540,"[388, 268, 224, 254, 272, 4, 462, 7, 31, 598, 289]"
930,698,"[388, 268, 224, 254, 272, 4, 462, 292, 31, 598, 278]"
929,678,"[388, 268, 224, 254, 272, 4, 462, 292, 31, 598, 252]"
923,666,"[388, 268, 224, 254, 272, 4, 462, 292, 31, 598, 217]"
922,629,"[388, 268, 224, 254, 272, 4, 462, 292, 31, 598, 291]"
921,582,"[388, 268, 224, 254, 272, 4, 462, 292, 31, 598, 305]"
918,538,"[388, 268, 224, 254, 272, 4, 462, 292, 31, 598, 289]"
1009,999,"[388, 268, 224, 272, 251, 4, 259, 255, 250, 155, 278]"
1008,979,"[388, 268, 224, 272, 251, 4, 259, 255, 250, 155, 252]"
1002,967,"[388, 268, 224, 272, 251, 4, 259, 255, 250, 155, 217]"
1001,930,"[388, 268, 224, 272, 251, 4, 259, 255, 250, 155, 291]"
1000,883,"[388, 268, 224, 272, 251, 4, 259, 255, 250, 155, 305]"
997,839,"[388, 268, 224, 272, 251, 4, 259, 255, 250, 155, 289]"
1008,980,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 270, 278]"
1007,960,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 270, 252]"
1001,948,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 270, 217]"
1000,911,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 270, 291]"
999,864,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 270, 305]"
996,820,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 270, 289]"
1007,917,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 280, 278]"
1006,897,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 280, 252]"
1000,885,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 280, 217]"
999,848,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 280, 291]"
998,801,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 280, 305]"
995,757,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 280, 289]"
1006,842,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 226, 278]"
1005,822,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 226, 252]"
999,810,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 226, 217]"
998,773,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 226, 291]"
997,726,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 226, 305]"
994,682,"[388, 268, 224, 272, 251, 4, 259, 255, 155, 226, 289]"
1004,809,"[388, 268, 224, 272, 251, 4, 259, 255, 280, 226, 278]"
1003,789,"[388, 268, 224, 272, 251, 4, 259, 255, 280, 226, 252]"
997,777,"[388, 268, 224, 272, 251, 4, 259, 255, 280, 226, 217]"
996,740,"[388, 268, 224, 272, 251, 4, 259, 255, 280, 226, 291]"
995,693,"[388, 268, 224, 272, 251, 4, 259, 255, 280, 226, 305]"
992,649,"[388, 268, 224, 272, 251, 4, 259, 255, 280, 226, 289]"
1000,783,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 457, 278]"
999,763,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 457, 252]"
993,751,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 457, 217]"
992,714,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 457, 291]"
991,667,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 457, 305]"
988,623,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 457, 289]"
998,715,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 462, 278]"
997,695,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 462, 252]"
991,683,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 462, 217]"
990,646,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 462, 291]"
989,599,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 462, 305]"
986,555,"[388, 268, 224, 272, 251, 4, 259, 255, 226, 462, 289]"
991,711,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 260, 278]"
990,691,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 260, 252]"
984,679,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 260, 217]"
983,642,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 260, 291]"
982,595,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 260, 305]"
979,551,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 260, 289]"
989,699,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 7, 278]"
988,679,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 7, 252]"
982,667,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 7, 217]"
981,630,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 7, 291]"
980,583,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 7, 305]"
977,539,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 7, 289]"
988,697,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 292, 278]"
987,677,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 292, 252]"
981,665,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 292, 217]"
980,628,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 292, 291]"
979,581,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 292, 305]"
976,537,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 292, 289]"
981,696,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 31, 278]"
980,676,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 31, 252]"
974,664,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 31, 217]"
973,627,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 31, 291]"
972,580,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 31, 305]"
969,536,"[388, 268, 224, 272, 251, 4, 259, 255, 462, 31, 289]"
965,690,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 292, 278]"
964,670,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 292, 252]"
958,658,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 292, 217]"
957,621,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 292, 291]"
956,574,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 292, 305]"
953,530,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 292, 289]"
958,689,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 31, 278]"
957,669,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 31, 252]"
951,657,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 31, 217]"
950,620,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 31, 291]"
949,573,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 31, 305]"
946,529,"[388, 268, 224, 272, 251, 4, 259, 462, 7, 31, 289]"
957,687,"[388, 268, 224, 272, 251, 4, 259, 462, 292, 31, 278]"
956,667,"[388, 268, 224, 272, 251, 4, 259, 462, 292, 31, 252]"
950,655,"[388, 268, 224, 272, 251, 4, 259, 462, 292, 31, 217]"
949,618,"[388, 268, 224, 272, 251, 4, 259, 462, 292, 31, 291]"
948,571,"[388, 268, 224, 272, 251, 4, 259, 462, 292, 31, 305]"
945,527,"[388, 268, 224, 272, 251, 4, 259, 462, 292, 31, 289]"
948,686,"[388, 268, 224, 272, 251, 4, 259, 462, 31, 598, 278]"
947,666,"[388, 268, 224, 272, 251, 4, 259, 462, 31, 598, 252]"
941,654,"[388, 268, 224, 272, 251, 4, 259, 462, 31, 598, 217]"
940,617,"[388, 268, 224, 272, 251, 4, 259, 462, 31, 598, 291]"
939,570,"[388, 268, 224, 272, 251, 4, 259, 462, 31, 598, 305]"
936,526,"[388, 268, 224, 272, 251, 4, 259, 462, 31, 598, 289]"
929,680,"[388, 268, 224, 272, 251, 4, 462, 7, 292, 31, 278]"
928,660,"[388, 268, 224, 272, 251, 4, 462, 7, 292, 31, 252]"
922,648,"[388, 268, 224, 272, 251, 4, 462, 7, 292, 31, 217]"
921,611,"[388, 268, 224, 272, 251, 4, 462, 7, 292, 31, 291]"
920,564,"[388, 268, 224, 272, 251, 4, 462, 7, 292, 31, 305]"
917,520,"[388, 268, 224, 272, 251, 4, 462, 7, 292, 31, 289]"
920,679,"[388, 268, 224, 272, 251, 4, 462, 7, 31, 598, 278]"
919,659,"[388, 268, 224, 272, 251, 4, 462, 7, 31, 598, 252]"
913,647,"[388, 268, 224, 272, 251, 4, 462, 7, 31, 598, 217]"
912,610,"[388, 268, 224, 272, 251, 4, 462, 7, 31, 598, 291]"
911,563,"[388, 268, 224, 272, 251, 4, 462, 7, 31, 598, 305]"
908,519,"[388, 268, 224, 272, 251, 4, 462, 7, 31, 598, 289]"
919,677,"[388, 268, 224, 272, 251, 4, 462, 292, 31, 598, 278]"
918,657,"[388, 268, 224, 272, 251, 4, 462, 292, 31, 598, 252]"
912,645,"[388, 268, 224, 272, 251, 4, 462, 292, 31, 598, 217]"
911,608,"[388, 268, 224, 272, 251, 4, 462, 292, 31, 598, 291]"
910,561,"[388, 268, 224, 272, 251, 4, 462, 292, 31, 598, 305]"
907,517,"[388, 268, 224, 272, 251, 4, 462, 292, 31, 598, 289]"
1000,997,"[388, 268, 224, 272, 4, 276, 259, 255, 250, 155, 278]"
999,977,"[388, 268, 224, 272, 4, 276, 259, 255, 250, 155, 252]"
993,965,"[388, 268, 224, 272, 4, 276, 259, 255, 250, 155, 217]"
992,928,"[388, 268, 224, 272, 4, 276, 259, 255, 250, 155, 291]"
991,881,"[388, 268, 224, 272, 4, 276, 259, 255, 250, 155, 305]"
988,837,"[388, 268, 224, 272, 4, 276, 259, 255, 250, 155, 289]"
999,978,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 270, 278]"
998,958,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 270, 252]"
992,946,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 270, 217]"
991,909,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 270, 291]"
990,862,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 270, 305]"
987,818,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 270, 289]"
998,915,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 280, 278]"
997,895,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 280, 252]"
991,883,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 280, 217]"
990,846,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 280, 291]"
989,799,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 280, 305]"
986,755,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 280, 289]"
997,840,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 226, 278]"
996,820,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 226, 252]"
990,808,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 226, 217]"
989,771,"[388, 268, 224, 272, 4, 276, 259, 255, 155, 226, 291]"
